"","trans_date","Ticker","Representative","Transaction","Amount","fivedayrets","tendayrets","fifteendayrets","thirtydayrets","tradevol","marketreturnthirty","prev30days","prev30market"
"2591",2021-03-31,"DVN","Kevin Hern","Purchase",1001,-0.0331949472949865,0.0207468783337685,0.0811434194582761,0.189488239282595,7356600,0.0112372399858529,-0.0197617055718504,0.0614507516547018
"2592",2021-03-04,"DVN","Josh Gottheimer","Sale",1001,-0.056587867733756,-0.0772804012708636,-0.056587867733756,0.0164695530433843,11863700,0.059723936623026,0.413435635458854,0.0386299217054642
"2593",2020-08-03,"DVN","Thomas Suozzi","Purchase",1001,-0.0817716783429323,-0.0741056613262174,-0.180579073043696,-0.174602164349908,6813200,-0.0137552207834891,0.074298697847146,0.0636125258968598
"2594",2020-07-30,"DVN","Thomas Suozzi","Purchase",15001,-0.0946939409827336,-0.126530684047577,-0.129796102095608,-0.259386850334166,6983400,-0.0395698688367041,0.103174628715804,0.0903335028261851
"2595",2020-04-14,"DVN","David Perdue","Sale",15001,0.0191432641105556,0.130355514855556,0.122151404133021,0.246125864860856,8856000,0.114112996207324,0.449141161253649,0.200014263012354
"2596",2020-02-28,"DVN","David Perdue","Purchase",1001,-0.099036921661411,0.0123798262710506,0.0715271517296989,0.447042817927831,14551000,0.143551709381463,-0.668831002793313,-0.242182450276129
"2597",2020-02-28,"DVN","David Perdue","Purchase",1001,-0.099036921661411,0.0123798262710506,0.0715271517296989,0.447042817927831,14551000,0.143551709381463,-0.668831002793313,-0.242182450276129
"2598",2020-02-25,"DVN","David Perdue","Purchase",1001,-0.275263128704174,-0.168684188089777,-0.224778373949804,0.0927146754511239,20134700,-0.0287693631581752,-0.601679913348846,-0.111418354139019
"2599",2020-02-25,"DVN","David Perdue","Purchase",1001,-0.275263128704174,-0.168684188089777,-0.224778373949804,0.0927146754511239,20134700,-0.0287693631581752,-0.601679913348846,-0.111418354139019
"2600",2019-11-11,"DVN","David Perdue","Purchase",50001,-0.0584872916825393,0.0299032005708673,0.0669851153262193,0.141148546464871,7193200,0.0450147632837785,0.0854415371987363,0.0564671363665963
"2601",2019-11-11,"DVN","David Perdue","Purchase",15001,-0.0584872916825393,0.0299032005708673,0.0669851153262193,0.141148546464871,7193200,0.0450147632837785,0.0854415371987363,0.0564671363665963
"2602",2019-10-11,"DVN","David Perdue","Sale",100001,-0.0492956855436536,0.0366196521181426,0.0150235001858579,0.0361502757247396,10303100,0.0375800165245697,-0.143890491541271,0.00119632516631518
"2603",2019-01-09,"DVN","David Perdue","Purchase",1001,0.00187978765875951,-0.048872028520596,0.0274435756301652,0.00413550705340637,6737000,0.0381254374079756,0.015539811516291,0.00174776210161998
"2604",2019-01-09,"DVN","David Perdue","Purchase",1001,0.00187978765875951,-0.048872028520596,0.0274435756301652,0.00413550705340637,6737000,0.0381254374079756,0.015539811516291,0.00174776210161998
"2605",2019-01-04,"DVN","David Perdue","Purchase",15001,0.00826130868378105,0.008636988637442,-0.0251596060050044,0.0784828404702647,9361600,0.0526226040324416,-0.0375379485053507,-0.0233869508507059
"2606",2018-12-27,"DVN","David Perdue","Purchase",50001,0.0295902984869683,0.00531109256470019,0.0303491809410132,0.122534136369684,7811000,0.0761248454464314,-0.00648149353445471,-0.0320300035040062
"2607",2018-11-26,"DVN","David Perdue","Sale",50001,-0.123161683939829,-0.158088233284627,-0.0966913790117548,-0.02573544730264,8237000,-0.00272341726729497,-0.119431801315206,0.0037179623284429
"2608",2018-10-26,"DVN","David Perdue","Purchase",1001,-0.0980509334980613,-0.157413074433376,-0.205257009551572,-0.351020717317067,11394200,-0.141181706145742,-0.14667331267613,-0.0316865208239965
"2609",2018-10-10,"DVN","David Perdue","Purchase",1001,-0.111557246622914,-0.0507601333154615,-0.0952108566743665,-0.192142183423063,4949400,-0.0202548102130038,-0.137580083171553,-0.0421426925202181
"2610",2018-08-20,"DVN","Pat Roberts","Sale",15001,-0.0203069354804004,-0.0695359850969663,-0.0203276395652728,-0.122766214439344,4972800,-0.0299649430628377,-0.0420719266584644,0.0319702996242959
"2611",2018-03-27,"DVN","David Perdue","Purchase",1001,0.0026787027710049,0.0261906981845821,0.0773810802662009,0.244047558470396,8647800,0.0254321141133902,0.0649031429344284,-0.044153826691943
"2612",2018-02-23,"DVN","David Perdue","Purchase",1001,-0.0191993581446878,-0.00125970871150149,-0.0167249176002575,0.0949336199318438,12183900,-0.0251299133355851,-0.272461939428911,-0.0347378597817911
"2613",2018-02-21,"DVN","David Perdue","Purchase",1001,0.0466008630034884,0.00886797659166083,0.0139842203009597,0.154362427226304,6937100,-0.00714053016896543,-0.300825422520436,-0.0370105772646045
"2614",2018-02-06,"DVN","David Perdue","Purchase",1001,0.00327115018796231,0.0124305669168603,0.0690153979803811,0.0582006727032676,31052300,-0.0142485327185551,-0.293179266177617,-0.0168794682329283
"2615",2018-02-06,"DVN","David Perdue","Purchase",1001,0.00327115018796231,0.0124305669168603,0.0690153979803811,0.0582006727032676,31052300,-0.0142485327185551,-0.293179266177617,-0.0168794682329283
"2616",2018-02-02,"DVN","David Perdue","Purchase",1001,-0.0952790936460096,-0.0972941359082756,-0.05814603827053,-0.124765911952713,6839600,-0.0546719649527411,-0.186797814848571,0.00668613727876211
"2617",2018-01-24,"DVN","David Perdue","Purchase",1001,-0.00572384773586543,-0.100457578357434,-0.10246108682461,-0.0758702477870211,7717800,0.002812867105773,-0.179427309581945,-0.0371199403096437
"2618",2018-01-03,"DVN","Pat Roberts","Purchase",1001,0.016435279068209,-0.0226853741873487,-0.19120399604518,-0.274074113629792,2714700,-0.0381625743445515,0.119775455497221,0.0600847496230261
"2619",2018-01-03,"DVN","Pat Roberts","Purchase",1001,0.016435279068209,-0.0226853741873487,-0.19120399604518,-0.274074113629792,2714700,-0.0381625743445515,0.119775455497221,0.0600847496230261
"2620",2017-11-06,"DVN","Pat Roberts","Purchase",1001,-0.00641540148456121,0.025929067452398,0.0267306182042009,0.157395249104069,5144000,0.0549350937122135,0.0423517170854313,0.0147009361676951
"2621",2017-11-06,"DVN","Pat Roberts","Purchase",1001,-0.00641540148456121,0.025929067452398,0.0267306182042009,0.157395249104069,5144000,0.0549350937122135,0.0423517170854313,0.0147009361676951
"2622",2017-08-10,"DVN","Pat Roberts","Purchase",1001,0.0194076765217199,0.0749998619953718,0.102302431146636,0.181720991950618,3931000,0.0347521435804456,-0.00425799385046588,0.0111233341485875
"2623",2021-10-25,"DWAC","Larry Bucshon","Purchase",1001,0.000835488749723945,-0.250626574791197,-0.308437754667928,-0.154051751179674,6951200,-0.0111598385315592,5.0150751758794,0.0582003011344401
"2624",2021-10-22,"DWAC","Marjorie Greene","Purchase",15001,-0.078260885375494,-0.075098814229249,-0.317786529644269,-0.188458466403162,9232900,0.00173800593186857,5.35678391959799,0.0602710137187921
"2625",2021-02-16,"DXC","Peter Meijer","Sale",1001,0.106025976583752,0.0930587754789769,0.00495808562006439,0.218916865710025,1754200,0.0918130003410138,-0.070542363365557,0.0054779027357994
"2626",2020-08-10,"DXC","Dean Phillips","Purchase",1001,0.0549101871747526,0.0538541682231168,0.0327348451565552,-0.0554383286463396,2029500,-0.0204909122559987,0.221147711154094,0.0874931258477383
"2627",2020-05-13,"DXC","Dean Phillips","Purchase",1001,-0.0122249992527507,0.108801827090353,-0.0085575789390232,-0.0550122827009607,5131200,0.0595533479541988,0.0493906991661321,0.0833348952430928
"2628",2020-04-02,"DXC","Dean Phillips","Purchase",1001,0.0243732590529249,0.31058495821727,0.128830013927577,0.153899721448468,5991700,0.0885152705826289,-0.340968098587868,-0.0732543780583936
"2629",2020-04-02,"DXC","Dean Phillips","Purchase",1001,0.0243732590529249,0.31058495821727,0.128830013927577,0.153899721448468,5991700,0.0885152705826289,-0.340968098587868,-0.0732543780583936
"2630",2020-03-18,"DXC","Gilbert Cisneros","Purchase",1001,0.0659003831417624,0.100383141762452,0.1272030651341,0.123371647509579,7220000,0.0910821074076642,-0.553129342756677,-0.233125322126023
"2631",2020-02-28,"DXC","Dean Phillips","Sale",1001,-0.0714817395067892,0.162505955849831,-0.051619896240079,0.208823959316088,7277800,0.143551709381463,-0.594259799734204,-0.242182450276129
"2632",2020-02-07,"DXC","Gilbert Cisneros","Sale",1001,-0.175726452853412,-0.349401645860867,-0.48239312928184,-0.593143729246669,4068100,-0.254392958729683,-0.197750944168808,0.02603708818622
"2633",2019-12-06,"DXC","Gilbert Cisneros","Purchase",1001,-0.0293960995000497,-0.0643536743227188,-0.0585274568626682,-0.124470232159653,2334200,0.0287704594583016,0.306947651797525,0.0417937216141493
"2634",2019-11-22,"DXC","Dean Phillips","Purchase",1001,0.0303030294517443,0.0402203053754511,0.00964188577666225,-0.0363636915269646,4793800,0.0652332567005069,0.304910548882332,0.0375800165245697
"2635",2019-08-14,"DXC","Gilbert Cisneros","Sale",1001,-0.0465410887758171,0.0891922395964142,-0.0223569264733697,-0.204040197327827,2628600,0.00510015237623862,-0.41565734784219,-0.0450917837609072
"2636",2019-06-26,"DXC","Lois Frankel","Sale",1001,0.0139366231927662,0.0226244346427518,0.00941176615653938,-0.375565618806217,2705400,-0.0229330200899259,0.0795543515922077,0.0680419864046375
"2637",2019-06-20,"DXC","Dean Phillips","Sale",1001,-0.00394976757739218,0.0166965636530985,0.0141831560606385,-0.450448832844468,1631300,-0.0494755915360936,0.0128878937384338,0.0458950537255196
"2638",2019-06-19,"DXC","Lois Frankel","Sale",1001,-0.0128640852751409,0.000893256008426047,0.00946930671106472,-0.432731847238856,1956600,-0.0445373246489675,0.0285978122800512,0.0467497459483897
"2639",2021-07-01,"DXCM","Kevin Hern","Purchase",100001,0.0147336401446942,0.0441100216601971,0.168085633455598,0.174964266497861,520300,0.027865062166218,0.204610644406327,0.0409943180934071
"2640",2021-06-03,"DXCM","Thomas Suozzi","Sale",15001,0.069275544272446,0.0575851393188855,0.107046442105263,0.129535573993808,767400,0.0462745218591443,0.0870442783598739,0.0141764362009087
"2641",2021-02-16,"DXCM","Peter Meijer","Sale",1001,-0.0333875687533203,-0.0461079453395841,-0.035177652774256,0.0835095660371175,1311300,0.0918130003410138,0.0309249427808016,0.0054779027357994
"2642",2020-12-24,"DXCM","Josh Gottheimer","Sale",1001,-0.0873250646739164,-0.0301475975175614,-0.0140946714843945,0.0481589404329814,1277700,0.0148222036896968,0.238637773935707,0.0520629102581376
"2643",2020-12-22,"DXCM","Gilbert Cisneros","Sale",1001,-0.0906085769128157,-0.0440128340323087,-0.0317956345511351,0.0643144791371579,1199700,0.019115135234729,0.205767880728368,0.0632269056644368
"2644",2020-10-02,"DXCM","Susie Lee","Sale",1001,-0.00945993073471929,-0.160893888812304,-0.111291865075315,-0.203638817376507,1058300,0.0445003950472722,-0.107502635562136,-0.0272282474514121
"2645",2020-09-16,"DXCM","Gilbert Cisneros","Purchase",1001,-0.0678551356979114,-0.00308317425426985,-0.0242428767459847,-0.155776008479865,559600,0.0629776492747205,-0.0878617863961643,-0.0137552207834891
"2646",2020-08-13,"DXCM","Josh Gottheimer","Sale",1001,-0.0183226099745197,-0.0660125410698541,-0.0840560685739705,-0.084288602808798,506400,-0.00702173154368291,0.0480821055522942,0.0769659284259931
"2647",2020-05-11,"DXCM","Josh Gottheimer","Sale",1001,-0.0158202385018409,-0.00337884431124547,0.0293616667166374,0.139657860978756,1609700,0.0595533479541988,0.397167514558753,0.0833348952430928
"2648",2020-01-10,"DXCM","Thomas Suozzi","Purchase",1001,0.00696538127371493,0.0487152310305614,0.257167142796778,0.185729439614306,558800,-0.111418354139019,0.108730438365368,0.0324672236382595
"2649",2020-01-09,"DXCM","Thomas Suozzi","Purchase",15001,0.0291100194142941,0.0268444855360821,0.213601784956811,0.139266421823832,533900,-0.16656498673342,0.085417357608766,0.0520188059324838
"2650",2019-07-16,"DXCM","Josh Gottheimer","Sale",1001,-0.0558859585388193,0.00581881198170486,0.0760278795065408,-0.0619604965916011,618400,-0.00406547244985433,0.0402421388916359,0.0427419093992978
"2651",2019-06-20,"DXCM","Brad Schneider","Sale",100001,0.0637555729369728,0.0699637132396502,0.0567104069704909,0.105817507632411,887900,-0.0494755915360936,0.208870948945812,0.0458950537255196
"2652",2019-06-13,"DXCM","Josh Gottheimer","Sale",1001,0.0129301350450799,0.077510076150004,0.0837984885451739,0.0895216426872156,996700,0.00834313460798319,0.176964648648649,0.028002342450177
"2653",2017-06-20,"DXCM","Brad Schneider","Purchase",100001,-0.0187261198072105,-0.0431930539533596,-0.060278892275621,-0.00136694907780499,699800,0.0146226032993162,0.0625999437211313,0.0160900989457891
"2654",2017-01-13,"DXCM","Josh Gottheimer","Purchase",1001,0.0142583699201133,0.0212603174566397,0.0171864920234313,-0.013749229264829,527400,0.0370687240268031,0.224664861625582,0.0122576300524253
"2655",2020-03-17,"DXCM","Tina Smith","Sale",250001,-0.0689270351624667,0.0832622049091405,0.190737988257577,0.512236894695309,2002600,0.0910821074076642,-0.0903040912162162,-0.233125322126023
"2656",2017-03-16,"FL","Patty Murray","Purchase",1001,-0.0555778215195389,-0.0328759151719163,0.0197431156629435,0.00988560804797611,2589400,0.0141076771082482,0.0672426306498761,0.0100744377579352
"2657",2021-01-06,"FLEX","Earl Blumenauer","Sale",1001,-0.0469556267778961,-0.0252837990342518,-0.00877193027718948,-0.131578902558251,9189200,-0.00288863861896427,0.15494623629641,0.043638097027564
"2658",2021-01-05,"FLEX","Earl Blumenauer","Sale",1001,-0.0469556267778961,-0.0252837990342518,-0.00877193027718948,-0.131578902558251,9189200,-0.00288863861896427,0.15494623629641,0.043638097027564
"2659",2020-05-05,"FLEX","Earl Blumenauer","Sale",1001,0.0170511534603812,0.0892678034102306,0.110330992978937,0.00601805416248724,4976900,0.0660020971672781,0.134243458475541,0.0973315171561686
"2660",2020-03-18,"FLEX","Gilbert Cisneros","Purchase",1001,0.0322195704057278,-0.0441527446300717,-0.0787589498806683,0.0978520286396181,5717900,0.0910821074076642,-0.365632096896291,-0.233125322126023
"2661",2019-12-24,"FLEX","Gilbert Cisneros","Purchase",1001,0.0609177215189873,0.0656645569620253,0.0403481012658227,0.00791139240506333,2406300,-0.0149052000886661,0.0498338870431896,0.0450147632837785
"2662",2019-11-15,"FLEX","Gilbert Cisneros","Purchase",1001,-0.0924855491329479,-0.0082576383154418,0.0569777043765485,0.0891824938067713,2522300,0.0426492660806639,0.190757128810226,0.0548350983664765
"2663",2019-07-31,"FLEX","Gilbert Cisneros","Purchase",1001,-0.0460652591170826,-0.125719769673704,-0.0585412667946257,0.00959692898272557,3630500,0.0200080810162424,0.0665301944728762,-0.0128224620740093
"2664",2018-10-26,"FLEX","Earl Blumenauer","Purchase",1001,-0.0871559633027523,-0.0676605504587156,-0.0194954128440367,-0.146788990825688,6776000,-0.141181706145742,-0.327160493827161,-0.0316865208239965
"2665",2018-08-28,"FLEX","Carlos Curbelo","Purchase",1001,0.00462962962962954,0.00771604938271597,-0.0038580246913581,-0.10570987654321,3888200,-0.0509714557874247,-0.0729613733905579,0.0304323813664551
"2666",2021-01-13,"FLR","Lois Frankel","Purchase",1001,0.0167026948654467,-0.0554955848866157,-0.067887934692238,0.251616446746576,1985200,0.0411789178318345,0.128953641791141,0.0383523720102108
"2667",2020-12-01,"FLR","Lois Frankel","Purchase",1001,-0.0622094149878246,-0.0540698224378011,0.0343023235870743,0.00523255783531629,1121800,0.00531038980427878,0.359683873517787,0.116118507468094
"2668",2020-11-30,"FLR","Lois Frankel","Purchase",1001,-0.0622094149878246,-0.0540698224378011,0.0343023235870743,0.00523255783531629,1121800,0.00531038980427878,0.359683873517787,0.116118507468094
"2669",2019-06-24,"FLR","Donna Shalala","Sale",1001,0.00721232570417096,0.0404516332662139,0.0194417490160701,-0.455942300620456,876300,-0.0229330200899259,0.12599246667366,0.0680419864046375
"2670",2019-05-09,"FLR","Gilbert Cisneros","Sale",1001,-0.0244233071036137,0.00462186407957632,0.038792686778832,0.106109187818541,1097900,0.0469633091622059,-0.248150966294197,-0.00761932158062217
"2671",2019-03-14,"FLR","Gilbert Cisneros","Purchase",1001,0.0798666008664475,0.102052055044092,0.128951528624144,-0.17054927316162,1212300,0.0232945569655827,-0.0103018062498587,0.0220932978624002
"2672",2019-02-15,"FLR","Donna Shalala","Purchase",1001,-0.0245726143666559,0.00801284512154399,-0.0494125034139083,0.0998931648318648,1632500,0.0369940946333767,0.0332129548405127,0.0717059118431331
"2673",2017-08-04,"FLR","James Inhofe","Sale",50001,-0.0223725188436034,0.00494277193864789,0.0190674778484339,0.102245905790902,1512300,0.0169967911403233,-0.168864939677043,0.0146226032993162
"2674",2017-05-17,"FLR","James Inhofe","Purchase",50001,0.0060240053818672,0.0443997588956395,-0.000892530979349604,0.0147253411856523,790200,0.0125740657987732,-0.113058782697133,0.0272029074920801
"2675",2020-05-13,"FLS","Dean Phillips","Purchase",1001,0.00667169973381987,0.180133535253783,0.100444782558822,0.0291386220166052,1698300,0.0595533479541988,0.0329248948031424,0.0833348952430928
"2676",2020-04-02,"FLS","Dean Phillips","Purchase",1001,0.0335289258722966,0.242246415133441,0.116931960725795,0.124056877139692,1285100,0.0885152705826289,-0.400664907747638,-0.0732543780583936
"2677",2020-04-02,"FLS","Dean Phillips","Purchase",1001,0.0335289258722966,0.242246415133441,0.116931960725795,0.124056877139692,1285100,0.0885152705826289,-0.400664907747638,-0.0732543780583936
"2678",2021-05-11,"FLT","Susie Lee","Sale",1001,0.0131126552788778,-0.00582373475958198,-0.00113544067280735,-0.0598124227453545,272100,0.0383793582358978,-0.0485782075453159,0.0167295868171378
"2679",2021-01-13,"FLT","Susie Lee","Purchase",1001,0.0464138246079511,0.0534750709816323,0.0844969963146858,0.126071020104165,624000,0.0411789178318345,-0.0703643668628947,0.0383523720102108
"2680",2020-11-12,"FLT","Susie Lee","Sale",1001,-0.0121695500050142,0,0.0474425713131323,0.0328764999092075,1190700,0.0520629102581376,0.073564895352245,0.0351601490892159
"2681",2020-10-26,"FLT","Josh Gottheimer","Sale",1001,-0.0149004536062065,-0.0537306453205011,-0.00691135937335308,0.0012633620924376,2067200,0.0385185213350232,0.113400302867891,0.0593447595728052
"2682",2020-10-16,"FLT","Josh Gottheimer","Purchase",1001,0.0702554252832648,0.201922213742492,0.185001357842283,0.233598146232248,1329200,0.121389918612698,-0.0548851112012216,-0.0338089793022841
"2683",2020-09-15,"FLT","Josh Gottheimer","Sale",1001,-0.00751816407061268,0.0332710072689513,0.00863967601246118,0.159003111111111,1008500,0.0629776492747205,-0.0191085477582419,-0.0137552207834891
"2684",2020-06-09,"FLT","Josh Gottheimer","Purchase",1001,-0.0469460949897724,-0.0389512484602673,0.00708546494350171,0.00519095154788429,442700,0.0627472953807713,0.11405664704238,0.068630396680486
"2685",2020-04-07,"FLT","Susie Lee","Purchase",1001,0.153157085367248,0.155506625225062,0.118257482355494,0.256583442145128,632800,0.141166299906155,-0.0821689803166177,-0.00364091801569444
"2686",2020-03-18,"FLT","Gilbert Cisneros","Purchase",1001,0.127693839894161,0.133644306505361,0.145545245088542,0.153371942069281,1904400,0.0910821074076642,-0.418099045678968,-0.233125322126023
"2687",2019-09-06,"FLT","Susie Lee","Purchase",1001,0.0027407263324577,-0.0363138273993935,-0.0118533472803017,0.00794795151657324,342200,0.0102335113529355,0.00195656824026136,0.0425835338149607
"2688",2019-08-29,"FLT","Susie Lee","Purchase",1001,0.0326802917850368,0.0201890106447451,-0.0224632024827097,0.0196991085947842,778800,0.00119632516631518,0.00736666690035603,-0.00406547244985433
"2689",2019-06-18,"FLT","Susie Lee","Purchase",1001,0.0219216147162358,0.0129711983171916,0.00811134567241734,-0.000874064784332274,448500,-0.0445373246489675,0.0512349407014636,0.0467497459483897
"2690",2019-06-04,"FLT","Susie Lee","Purchase",1001,0.0147085325433283,0.0465039372617462,0.069444993373422,0.0397351545112521,490600,0.021465129980293,0.0649962696295003,-0.00501964935551591
"2691",2020-03-10,"FMAO","Robert Latta","Purchase",1001,0.0346559982570744,-0.0444107037672051,-0.16101427840503,-0.147437081289353,21000,0.163888740470913,-0.154026975435839,-0.269909216711958
"2692",2021-05-26,"FMC","Susie Lee","Sale",1001,-0.00318941783530446,-0.0381902926468589,-0.080850545368456,-0.112632507043706,709900,0.0310911044684543,0.0124064282681735,0.0094659133093471
"2693",2020-08-27,"FMC","Susie Lee","Purchase",1001,0.0255768527739111,-0.0315077625822148,-0.0144553150661531,-0.00673183060539417,475400,0.0107680285793164,0.0137154672928939,0.0560892927347623
"2694",2020-04-27,"FMC","Susie Lee","Purchase",1001,0.000448667151728976,0.0794256527846542,0.143257881605596,0.0840250063334436,927800,0.0627882993232927,0.0786544077598943,0.0926922978256886
"2695",2021-01-12,"FMS","Dean Phillips","Purchase",1001,-0.185158494694914,-0.118155513143822,-0.137367910874374,-0.122958649343972,369100,0.0411789178318345,0.0183418616405597,0.0383523720102108
"2696",2021-01-11,"FMS","Dean Phillips","Purchase",1001,-0.185158494694914,-0.118155513143822,-0.137367910874374,-0.122958649343972,369100,0.0411789178318345,0.0183418616405597,0.0383523720102108
"2697",2019-01-02,"FMS","Greg Gianforte","Sale",100001,0.0335627582998366,0.0464716698229815,0.0674125588791576,0.0920826668446493,141200,0.059503975902766,-0.167820444386184,-0.055336801042727
"2698",2018-11-20,"FMS","Greg Gianforte","Sale",50001,-0.131488827987111,-0.197355709259167,-0.197600488794296,-0.139324279298152,443500,-0.0108701648699141,0.0207449212658877,-0.0202548102130038
"2699",2018-07-05,"FMS","Greg Gianforte","Sale",15001,-0.00261564204002707,-0.00422531527234826,-0.0114687280471119,0.0738431040245886,131500,0.0349549718748512,-0.0172039363953568,0.0243088135946115
"2700",2021-02-17,"FMX","Peter Meijer","Sale",15001,0.0731744079804262,0.0761932984272635,0.0842438868737396,0.158999676069254,486100,0.0918130003410138,-0.0705506527345733,0.0054779027357994
"2701",2021-01-28,"FMX","Peter Meijer","Sale",1001,0.0217548705759902,-0.00652654210308434,0.0688903768944089,0.0839737518651489,379200,0.0148504889049343,-0.0886862716935219,0.0508016662066237
"2702",2021-01-11,"FMX","Josh Gottheimer","Purchase",1001,-0.0504953685816243,-0.0513208735354499,-0.0306824819210701,0.0182993911147156,781700,0.0411789178318345,-0.0597671835459768,0.0383523720102108
"2703",2020-12-11,"FMX","Josh Gottheimer","Sale",1001,0.00710556488915781,0.00643528657975034,0.00335171799452705,-0.0618043718527997,78800,0.0562156480541165,0.0616281738861821,0.0364994570465569
"2704",2020-06-05,"FMX","Greg Gianforte","Purchase",50001,-0.0250000100352574,-0.037963090001889,-0.0916666659976495,-0.0507717072855085,618700,0.0500041807955576,0.00496281799507203,0.0937081516452054
"2705",2020-01-13,"FMX","Greg Gianforte","Sale",15001,0.0224440248879054,0.0333946987416838,-0.00813187737988852,-0.207741585260389,364700,-0.17439074305695,-0.0275200073231224,0.0288928112349396
"2706",2019-10-11,"FMX","Greg Gianforte","Purchase",50001,-0.0199523283182063,-0.0275253308935032,0.00156588091901866,-0.00729268198959188,310400,0.0375800165245697,-0.00625005639783738,0.00119632516631518
"2707",2019-09-10,"FMX","Greg Gianforte","Sale",15001,-0.0638784647529571,-0.0521224506813479,-0.0485851156683428,-0.0647793463470233,414300,0.0364120594052513,0.091528479322174,0.0291047103153748
"2708",2019-09-10,"FMX","Greg Gianforte","Sale",50001,-0.0638784647529571,-0.0521224506813479,-0.0485851156683428,-0.0647793463470233,414300,0.0364120594052513,0.091528479322174,0.0291047103153748
"2709",2019-06-24,"FMX","Donna Shalala","Sale",1001,-0.0149640105991947,-0.0505674954690398,-0.0639834347674824,-0.0831785940673991,263400,-0.0229330200899259,0.0174296901000222,0.0680419864046375
"2710",2019-04-24,"FMX","Greg Gianforte","Purchase",15001,0.0152952319519042,0.00927898782740333,-0.0219231736445331,-0.00489456496219198,321500,0.0147049847538898,0.0689975453608385,0.0306214849853133
"2711",2019-04-10,"FMX","Greg Gianforte","Purchase",50001,0.0177286806448202,0.0307594341893538,0.0465251388218935,0.0188825017493879,278200,-0.0366536338293362,0.0711572893606829,0.0540293465859096
"2712",2019-04-05,"FMX","Josh Gottheimer","Purchase",1001,-0.0154549419440464,0.0271754250912848,0.0135960386456535,-0.0271735711902285,444300,-0.0511609903659394,0.0920934610468775,0.0465460326835252
"2713",2019-04-05,"FMX","Donna Shalala","Purchase",1001,-0.0154549419440464,0.0271754250912848,0.0135960386456535,-0.0271735711902285,444300,-0.0511609903659394,0.0920934610468775,0.0465460326835252
"2714",2018-12-07,"FMX","Greg Gianforte","Purchase",100001,0.0302923271235509,0.0955460280540668,0.129190705877119,0.102131344087125,532800,0.130343196178897,-0.10232160093018,-0.141181706145742
"2715",2018-11-28,"FMX","Josh Gottheimer","Purchase",1001,-0.0115921805461217,0.00615100094065713,0.0574875967666373,0.0770049062490399,662300,-0.00272341726729497,-0.0196332118048337,0.0037179623284429
"2716",2019-05-15,"FNB","Donna Shalala","Sale",1001,-0.00524014164774766,0.00436670285942431,-0.0043667028594242,0.0113537220838189,2021900,0.0779332848636856,0.0275310973735958,-0.0421809259114834
"2717",2019-03-06,"FNB","Donna Shalala","Purchase",1001,-0.0936426573935183,-0.0601375840252969,-0.0489691936939598,0.0335050733682216,1391600,0.032182756228998,-0.000436392010005782,0.0395248016880065
"2718",2021-03-31,"FNF","August Pfluger","Purchase",1001,0.000455043997656945,0.0391352768933977,0.0459613101319762,0.0500568694181436,1791300,0.0112372399858529,0.117679359639205,0.0614507516547018
"2719",2019-03-25,"FNF","Van Taylor","Sale",1001,0.0164832099715697,0.0167449601087095,0.0452639293264272,0.0217164001996759,820900,-0.0108468258125001,0.104817619618989,0.0356423421060936
"2720",2019-01-04,"FNF","Van Taylor","Purchase",1001,0.0272406756067591,0.0158171434215977,0.054188521781626,0.0263619273648488,1568500,0.0526226040324416,0.0402013926159939,-0.0233869508507059
"2721",2020-02-12,"FNKO","Kelly Loeffler","Sale",50001,-0.0817073170731706,-0.314634146341463,-0.534146341463415,-0.581707317073171,868400,-0.117575119154065,-0.485247959824231,-0.0522302938481582
"2722",2020-02-11,"FNKO","Kelly Loeffler","Sale",50001,-0.0817073170731706,-0.314634146341463,-0.534146341463415,-0.581707317073171,868400,-0.117575119154065,-0.485247959824231,-0.0522302938481582
"2723",2020-02-10,"FNKO","Kelly Loeffler","Sale",50001,-0.0817073170731706,-0.314634146341463,-0.534146341463415,-0.581707317073171,868400,-0.117575119154065,-0.485247959824231,-0.0522302938481582
"2724",2020-02-10,"FNKO","Kelly Loeffler","Sale",15001,-0.0817073170731706,-0.314634146341463,-0.534146341463415,-0.581707317073171,868400,-0.117575119154065,-0.485247959824231,-0.0522302938481582
"2725",2020-02-07,"FNKO","Kelly Loeffler","Sale",15001,-0.0856820744081173,-0.219842164599774,-0.434047350620068,-0.641488162344983,721600,-0.254392958729683,-0.445971267957527,0.02603708818622
"2726",2020-02-07,"FNKO","Kelly Loeffler","Sale",50001,-0.0856820744081173,-0.219842164599774,-0.434047350620068,-0.641488162344983,721600,-0.254392958729683,-0.445971267957527,0.02603708818622
"2727",2020-02-06,"FNKO","Kelly Loeffler","Sale",15001,-0.0960893854748602,-0.191061452513966,-0.489385474860335,-0.605586592178771,634000,-0.250896050081945,-0.433185560481317,0.0420273357854239
"2728",2020-02-05,"FNKO","Kelly Loeffler","Sale",15001,-0.104803493449782,-0.177947598253275,-0.38646288209607,-0.581877729257642,1003700,-0.270410326920016,-0.445184736523319,0.0430862007437744
"2729",2021-10-04,"FNV","Donald Beyer","Sale",1001,0.0219352210177999,0.00617605730761239,0.0344999044656844,-0.0577837686486143,345900,-0.00145804947984485,-0.0256790798021386,-8.8473310801418e-05
