"","trans_date","Ticker","Representative","Transaction","Amount","fivedayrets","tendayrets","fifteendayrets","thirtydayrets","tradevol","marketreturnthirty","prev30days","prev30market"
"32",2021-05-24,"AAL","Pat Fallon","Sale",100001,-0.0590420338167644,-0.0871180052484726,-0.129644885617047,-0.116432663766832,26105600,0.0310911044684543,0.0989109755485038,0.0094659133093471
"33",2021-04-20,"AAL","Pat Fallon","Sale",1001,0.00700280112044815,0.0999065826330532,0.0835667133520073,0.0658263305322127,36050800,0.0141764362009087,-0.101133025597986,0.0568620594875739
"34",2021-04-20,"AAL","Pat Fallon","Purchase",100001,0.00700280112044815,0.0999065826330532,0.0835667133520073,0.0658263305322127,36050800,0.0141764362009087,-0.101133025597986,0.0568620594875739
"35",2021-04-20,"AAL","Pat Fallon","Sale",1001,0.00700280112044815,0.0999065826330532,0.0835667133520073,0.0658263305322127,36050800,0.0141764362009087,-0.101133025597986,0.0568620594875739
"36",2021-03-24,"AAL","Mark Green","Purchase",1001,-0.0623441422420674,-0.153366506789963,-0.0955943098750752,-0.0207813807473558,31099400,0.0132280145953187,0.17710361168769,0.050932527021798
"37",2021-03-24,"AAL","Mark Green","Purchase",1001,-0.0623441422420674,-0.153366506789963,-0.0955943098750752,-0.0207813807473558,31099400,0.0132280145953187,0.17710361168769,0.050932527021798
"38",2021-03-23,"AAL","Pat Fallon","Sale",1001,-0.0623441422420674,-0.153366506789963,-0.0955943098750752,-0.0207813807473558,31099400,0.0132280145953187,0.17710361168769,0.050932527021798
"39",2021-03-23,"AAL","Pat Fallon","Purchase",100001,-0.0623441422420674,-0.153366506789963,-0.0955943098750752,-0.0207813807473558,31099400,0.0132280145953187,0.17710361168769,0.050932527021798
"40",2021-03-22,"AAL","Pat Fallon","Sale",100001,-0.0623441422420674,-0.153366506789963,-0.0955943098750752,-0.0207813807473558,31099400,0.0132280145953187,0.17710361168769,0.050932527021798
"41",2021-03-18,"AAL","Mike Simpson","Purchase",1001,-0.00787732139812092,-0.0725538941727242,-0.128938676246323,-0.139303518270998,39747900,0.0263960259960325,0.353535409652076,0.00660123745905139
"42",2021-03-16,"AAL","Mark Green","Purchase",1001,-0.00787732139812092,-0.0725538941727242,-0.128938676246323,-0.139303518270998,39747900,0.0263960259960325,0.353535409652076,0.00660123745905139
"43",2021-02-23,"AAL","Pat Fallon","Purchase",100001,0.132870324074074,0.0310185185185183,0.116666712962963,-0.0273148148148148,39820400,0.0768893301241846,0.399870382372003,0.00520829013184576
"44",2021-02-23,"AAL","Pat Fallon","Sale",1001,0.132870324074074,0.0310185185185183,0.116666712962963,-0.0273148148148148,39820400,0.0768893301241846,0.399870382372003,0.00520829013184576
"45",2021-01-05,"AAL","Dean Phillips","Sale",1001,0.143398610233733,0.0991787744788375,0.0732785849652557,0.291850979153506,50639200,-0.00288863861896427,-0.0801858849614111,0.043638097027564
"46",2020-12-18,"AAL","Dean Phillips","Purchase",1001,-0.00859220092531399,0.0555188367481825,0.0264375413086582,0.189028420356907,69732500,0.0623350444135042,0.187598116169545,0.0372387000209347
"47",2020-12-10,"AAL","Mike Garcia","Sale",15001,-0.0075519194461926,-0.0478288231592197,-0.00818124606670867,0.118313404657017,62603800,0.0611326466293245,0.283521809369951,0.0407498962970989
"48",2020-11-30,"AAL","K. Conaway","Purchase",15001,-0.08994708994709,-0.0505584950029396,-0.0958259847148737,0.00940623162845378,88795200,0.00531038980427878,0.520107238605898,0.116118507468094
"49",2020-11-09,"AAL","Mike Garcia","Sale",15001,0.0523598820058997,0.300147418879056,0.254424778761062,0.134218289085546,100764000,0.0632269056644368,0.0495356037151704,0.0122714820684262
"50",2020-10-26,"AAL","Mike Garcia","Purchase",15001,-0.0310606060606061,0.0272727272727273,0.0810606060606061,0.172727272727273,231326200,0.0385185213350232,0.0344827586206897,0.0593447595728052
"51",2020-07-14,"AAL","Kathy Castor","Sale",1001,-0.0254885301614273,0.166525063721326,0.0705182667799491,0.10875106202209,62356600,0.0560892927347623,-0.29520962304134,0.04951749292943
"52",2020-07-09,"AAL","Mike Garcia","Purchase",15001,0.00352112676056349,0.105633802816901,0.191901408450704,0.164612676056338,42461300,0.0930458501898899,-0.387601045153695,0.0214643672820287
"53",2020-06-25,"AAL","Adam Kinzinger","Purchase",1001,0.1209341117598,-0.0525437864887407,-0.049207673060884,0.0575479566305255,85034500,0.0646416527801339,0.0763016157989227,0.0595533479541988
"54",2020-06-11,"AAL","Adam Kinzinger","Purchase",1001,-0.0176380368098158,-0.142638036809816,-0.0452453987730062,0,140975500,0.0979663926062497,0.351295336787565,0.0627882993232927
"55",2020-06-09,"AAL","Adam Kinzinger","Purchase",1001,-0.0664285714285714,-0.143571428571429,-0.04,-0.102857142857143,204022300,0.0627472953807713,0.386138613861386,0.068630396680486
"56",2020-06-01,"AAL","Adam Kinzinger","Sale",1001,-0.177921363598276,-0.23253087301639,-0.295948367824523,-0.330593110358596,127369700,0.0427875443806127,0.73421598778004,0.0992000678894309
"57",2020-05-26,"AAL","Adam Kinzinger","Purchase",1001,-0.0819405974091967,-0.245282978182371,-0.295417751774542,-0.387601045153695,111234400,0.0214643672820287,0.851297305389222,0.11419219667458
"58",2020-05-19,"AAL","Kathy Castor","Purchase",1001,0.653297593582888,0.517825401069518,0.24777183600713,0.197860962566845,49148600,0.0473055835080336,0.0144665461121158,0.0912665821389715
"59",2020-05-13,"AAL","Dean Phillips","Purchase",1001,0.00718132854578091,0.665170466786355,0.52872540394973,0.0763016157989227,101717000,0.0595533479541988,-0.0363321799307958,0.0833348952430928
"60",2020-04-23,"AAL","Adam Kinzinger","Purchase",1001,-0.0151351351351352,0.067027027027027,0.187027027027027,0.782702702702702,68991000,0.0937081516452054,-0.335488505747126,0.163888740470913
"61",2020-04-23,"AAL","Adam Kinzinger","Sale",1001,-0.0151351351351352,0.067027027027027,0.187027027027027,0.782702702702702,68991000,0.0937081516452054,-0.335488505747126,0.163888740470913
"62",2020-03-25,"AAL","Jim Langevin","Purchase",1001,0.257894736842105,0.157894736842105,0.185263157894737,0.0147368421052632,94272300,0.0973315171561686,-0.626719071641687,-0.174280579823869
"63",2020-03-25,"AAL","Jim Langevin","Purchase",1001,0.257894736842105,0.157894736842105,0.185263157894737,0.0147368421052632,94272300,0.0973315171561686,-0.626719071641687,-0.174280579823869
"64",2019-08-13,"AAL","Dean Phillips","Sale",1001,0.0524017170497557,0.156014241191645,0.136959002309107,0.0424770943108186,6722600,0.00510015237623862,-0.247884448441911,-0.0450917837609072
"65",2019-06-24,"AAL","Steve Cohen","Sale",1001,0.00971460992333451,0.0500911788647254,-0.0737703200639669,-0.195114334415761,8869700,-0.0229330200899259,0.146536618986832,0.0680419864046375
"66",2019-01-04,"AAL","Dean Phillips","Purchase",1001,0.108429941626105,0.131053127771557,0.094913176298786,0.00333858644077534,14598200,0.0526226040324416,-0.113697777971439,-0.0233869508507059
"67",2018-10-10,"AAL","Judy Chu","Sale",1001,0.0136813507801905,0.113762247736441,0.149307639033802,0.144007006337985,7572100,-0.0202548102130038,-0.184377337061666,-0.0421426925202181
"68",2020-06-30,"AAL","Pat Roberts","Purchase",1001,-0.00864304235090751,0.017286084701815,-0.00864304235090751,0.135695764909248,49888200,0.0769659284259931,0.0414041404140415,0.0464013642985561
"69",2020-06-04,"AAL","Pat Roberts","Purchase",1001,-0.232037691401649,-0.245583038869258,-0.341578327444052,-0.341578327444052,71706700,0.0426306111233072,0.785488958990536,0.0854297297626425
"70",2020-06-04,"AAL","Pat Roberts","Purchase",1001,-0.232037691401649,-0.245583038869258,-0.341578327444052,-0.341578327444052,71706700,0.0426306111233072,0.785488958990536,0.0854297297626425
"71",2020-03-23,"AAN","David McKinley","Sale",1001,0,0,0,0,1200,0.0973315171561686,0,-0.174280579823869
"72",2020-03-09,"AAN","David McKinley","Sale",1001,0,0,0,0,1200,0.163888740470913,0,-0.269909216711958
"73",2019-07-18,"AAN","David McKinley","Purchase",1001,0,0,0,0,1200,0.00979411556442855,0,0.021465129980293
"74",2019-07-17,"AAN","David McKinley","Purchase",15001,0,0,0,0,1200,-0.00406547244985433,0,0.0427419093992978
"75",2016-04-04,"AAN","David Perdue","Sale",1001,0,0,0,0,1200,-0.000699719614296379,0,0.0494764799502614
"76",2019-03-25,"AAP","Van Taylor","Sale",1001,0.0216227479082156,-0.0288307075013566,-0.06346100721171,-0.0917283504501557,830300,-0.0108468258125001,0.126466140427382,0.0356423421060936
"77",2019-03-18,"AAP","Van Taylor","Purchase",1001,0.0133264836517291,0.0381331001145493,-0.00853814384375096,-0.101015282818593,670600,-0.00567794431466473,0.0374737095909994,0.0314703354553258
"78",2018-08-28,"AAP","Carlos Curbelo","Purchase",1001,0.00245134473947317,0.000832309861938052,0.0072924407002608,-0.0192059347936987,738500,-0.0509714557874247,0.188797597272651,0.0304323813664551
"79",2022-01-28,"AAPL","Robert Wittman","Purchase",1001,-0.0188240186737164,NA,NA,NA,90865900,0.00865437122008483,-0.0392502671017742,-0.0602913331864846
"80",2022-01-21,"AAPL","Blake Moore","Purchase",1001,-0.0217530020404489,-0.0295260515663672,NA,NA,82391400,-0.00874332820352608,-0.0172532511536088,-0.0417391178942444
"81",2021-12-31,"AAPL","Marie Newman","Sale",15001,-0.0567976729970148,-0.0108020309784851,0.00243702857613104,NA,84505800,-0.0611908180793054,0.0450324275867937,0.0323484269446783
"82",2021-12-30,"AAPL","Nancy Pelosi","Sale",500001,-0.0627813181361453,-0.0929185050097446,-0.0149831631307111,NA,74805200,-0.0722968440582922,0.0618873647798546,0.0348916352091089
"83",2021-12-30,"AAPL","Nancy Pelosi","Sale",500001,-0.0627813181361453,-0.0929185050097446,-0.0149831631307111,NA,74805200,-0.0722968440582922,0.0618873647798546,0.0348916352091089
"84",2021-12-22,"AAPL","Bob Gibbs","Purchase",1001,0.00348730397377728,-0.0595129517025833,-0.0897552361077253,-0.0332999369229372,94537600,-0.0681448473772814,0.0863246562236886,0.00376689370827887
"85",2021-12-14,"AAPL","Josh Gottheimer","Purchase",1001,-0.024863452491329,-0.0214628549342266,-0.0828967067466363,-0.0392502671017742,62348900,-0.0602913331864846,0.195866709804225,0.023545797085383
"86",2021-12-01,"AAPL","Debbie Dingell","Sale",15001,-0.00768661737528309,0.0289679890695547,0.00338429235822546,-0.0866747017091699,139380400,-0.0663733523419362,0.172022262664027,0.00442596075255164
"87",2021-11-26,"AAPL","Marie Newman","Sale",15001,-0.0131759837040574,0.00985339531068607,0.0172434131137598,-0.0741292619288838,108923700,-0.0551308104531366,0.174435672873548,0.0254345680108261
"88",2021-11-18,"AAPL","Thomas Suozzi","Sale",50001,0.0625720294261165,0.0881834845889882,0.0659706610126356,0.0450324275867937,152052500,0.0323484269446783,0.109239667094802,-0.00145804947984485
"89",2021-11-15,"AAPL","Kim Schrier","Sale",250001,0.0355715580906466,0.0546279405139785,0.0465214190619649,0.0618873647798546,174048100,0.0348916352091089,0.129588943562542,0.0179518015763254
"90",2021-10-29,"AAPL","Marie Newman","Purchase",15001,0.0376554859241829,0.0947810072092747,0.107084872956348,0.191725259170875,65187100,0.0170185095828495,0.0371482609680687,0.0658911889476579
"91",2021-10-29,"AAPL","Josh Gottheimer","Purchase",1001,0.0376554859241829,0.0947810072092747,0.107084872956348,0.191725259170875,65187100,0.0170185095828495,0.0371482609680687,0.0658911889476579
"92",2021-10-28,"AAPL","Kim Schrier","Purchase",250001,0.00125986183745797,0.0702871486835817,0.092566867609533,0.164644226066239,56787900,0.00241397129288723,0.0642667424932708,0.0764181945033071
"93",2021-10-19,"AAPL","Thomas Suozzi","Purchase",50001,0.0114095547298905,0.0084513440093863,0.0825389278553572,0.172022262664027,74588300,0.00442596075255164,0.042115631740439,0.0587324003953085
"94",2021-09-10,"AAPL","Pete Sessions","Sale",100001,-0.0363004892342053,-0.0241095611778501,-0.0209085727756462,0.028127728041391,64838200,0.0519400132252337,0.00665016468343338,0.00147888730875678
"95",2021-08-19,"AAPL","David McKinley","Sale",1001,0.0216031393866862,-0.018441653291743,-0.0393861362581427,-0.0719225587905391,86453100,-0.0351296940789917,0.0404207838443846,0.0461756520325038
"96",2021-08-13,"AAPL","Marie Newman","Purchase",15001,0.0279725611136705,0.0384875967518725,0.00289829475226022,-0.0341736174382858,58991300,-0.0214470865922876,-0.00380636089408715,0.027865062166218
"97",2021-07-28,"AAPL","Josh Gottheimer","Sale",1001,0.0315247596430979,0.0276097805813964,0.042788404522722,0.00171699833377903,69023100,-0.00926576052290518,0.0818974664554595,0.0340604579922863
"98",2021-07-28,"AAPL","Thomas Suozzi","Sale",1001,0.0315247596430979,0.0276097805813964,0.042788404522722,0.00171699833377903,69023100,-0.00926576052290518,0.0818974664554595,0.0340604579922863
"99",2021-07-27,"AAPL","Kim Schrier","Purchase",500001,0.0315247596430979,0.0276097805813964,0.042788404522722,0.00171699833377903,69023100,-0.00926576052290518,0.0818974664554595,0.0340604579922863
"100",2021-07-19,"AAPL","John Curtis","Sale",1001,-0.010463221383687,0.0207316877201975,0.0168576719511313,0.012847951890147,64786600,0.0130111559126627,0.113832409281438,0.0469514132463138
"101",2021-07-19,"AAPL","Pat Fallon","Sale",250001,-0.010463221383687,0.0207316877201975,0.0168576719511313,0.012847951890147,64786600,0.0130111559126627,0.113832409281438,0.0469514132463138
"102",2021-07-09,"AAPL","Marie Newman","Sale",15001,-0.00790191432269238,0.00177107036972157,0.0157566404176392,0.0482302475212721,77338200,0.0388027456968447,0.154723532511682,0.0350582839014506
"103",2021-07-06,"AAPL","Sara Jacobs","Sale",100001,0.00424233640245331,0.00827937951141311,-0.00227047085302146,0.0404207838443846,96350000,0.0461756520325038,0.160841778069986,0.0228414957324632
"104",2021-07-02,"AAPL","Jim Langevin","Sale",100001,-0.0113145638074637,-0.0191270714163508,-0.0095635323264478,-0.00484193724184556,106820300,0.0252223540716019,0.187270090190367,0.0360991758258784
"105",2021-06-24,"AAPL","Pat Fallon","Sale",1001,0.0365817965490638,0.024853325670354,0.0167550224975808,0.0256896739192505,105575500,0.0196675595052536,0.12876287835962,0.0316823844309608
"106",2021-06-22,"AAPL","John Curtis","Sale",1001,0.0316800132725807,0.00574102049190839,0.00283595549556548,0.013898261673424,104911600,0.00966931645712954,0.137450948397096,0.0383793582358978
"107",2021-06-18,"AAPL","Donald Beyer","Sale",1001,0.057113710011143,0.0664383873566852,0.0822465399721497,0.0878079483587531,52485800,0.0342736382963988,0.100890094936985,0.0496296495998672
"108",2021-06-04,"AAPL","Thomas Suozzi","Sale",15001,0.0122924834274474,0.0415813355358543,0.101069909886668,0.106760834643158,96721700,0.0410719229502765,0.0305530081950234,0.0130219193902037
"109",2021-06-03,"AAPL","Thomas Suozzi","Purchase",50001,0.0272762161685689,0.0523243825438586,0.100576359167704,0.119016540825864,91815000,0.0462745218591443,0.0197190118315329,0.0141764362009087
"110",2021-05-12,"AAPL","Marjorie Greene","Purchase",15001,-0.0221872390344742,-0.00283242458901245,0.0199842052598167,0.137450948397096,63092900,0.0383793582358978,-0.0299003137893729,0.0167295868171378
"111",2021-05-11,"AAPL","Blake Moore","Purchase",1001,-0.0221872390344742,-0.00283242458901245,0.0199842052598167,0.137450948397096,63092900,0.0383793582358978,-0.0299003137893729,0.0167295868171378
"112",2021-05-05,"AAPL","Thomas Suozzi","Sale",1001,0.00657317216326514,-0.0157599074132102,0.00372212955978957,0.0796704808665951,74244600,0.0308673584583761,0.00464239324230964,0.0209372273646247
"113",2021-04-30,"AAPL","Blake Moore","Purchase",1001,0.0187244819183443,0.00248060467890099,0.00736180930649155,0.065135646991487,105861300,0.0408997434650458,0.0248241243879486,0.035140693741849
"114",2021-04-20,"AAPL","Pat Fallon","Sale",1001,-0.0135011160662651,-0.0218062837663824,-0.00574455544941943,0.0197190118315329,137564700,0.0141764362009087,0.0361454762727491,0.0568620594875739
"115",2021-04-20,"AAPL","Pat Fallon","Purchase",250001,-0.0135011160662651,-0.0218062837663824,-0.00574455544941943,0.0197190118315329,137564700,0.0141764362009087,0.0361454762727491,0.0568620594875739
"116",2021-04-19,"AAPL","Pat Fallon","Sale",250001,-0.0135011160662651,-0.0218062837663824,-0.00574455544941943,0.0197190118315329,137564700,0.0141764362009087,0.0361454762727491,0.0568620594875739
"117",2021-04-19,"AAPL","Pat Fallon","Sale",500001,-0.0135011160662651,-0.0218062837663824,-0.00574455544941943,0.0197190118315329,137564700,0.0141764362009087,0.0361454762727491,0.0568620594875739
"118",2021-03-31,"AAPL","Ashley Hinson","Sale",1001,-0.009819080791172,-0.000297555159033069,-0.048947412094372,-0.0544107864209097,91266500,0.0112372399858529,0.0519601322700325,0.0614507516547018
"119",2021-03-26,"AAPL","Blake Moore","Purchase",1001,0.0317579706390159,0.0121201516187255,0.0239335738450646,-0.0217380692267148,88844600,0.0151202406000677,0.039968284890282,0.0437506191614785
"120",2021-03-23,"AAPL","Pat Fallon","Sale",1001,0.0651295499259734,0.0546709568221855,0.0648126151333543,-0.00909542439221789,80171300,0.0132280145953187,0.00166663288239888,0.050932527021798
"121",2021-03-23,"AAPL","Pat Fallon","Sale",1001,0.0651295499259734,0.0546709568221855,0.0648126151333543,-0.00909542439221789,80171300,0.0132280145953187,0.00166663288239888,0.050932527021798
"122",2021-03-22,"AAPL","Josh Gottheimer","Sale",1001,0.0651295499259734,0.0546709568221855,0.0648126151333543,-0.00909542439221789,80171300,0.0132280145953187,0.00166663288239888,0.050932527021798
"123",2021-03-15,"AAPL","Josh Gottheimer","Sale",1001,0.0667222958748883,0.101167857642833,0.113427850970214,0.0256758149245808,85671900,0.0263960259960325,-0.0997822776922054,0.00660123745905139
"124",2021-03-08,"AAPL","Jim Langevin","Purchase",1001,-0.021544011296317,0.0437408186825263,0.0774442848786343,0.0453729689847688,95467100,0.0657380150683899,-0.10495939951216,-0.00129484136134117
"125",2021-03-04,"AAPL","Blake Moore","Purchase",1001,-0.0374319501532593,-0.0209201894556983,0.0448862767434843,0.0698941396076191,111932600,0.059723936623026,-0.0744023142898843,0.0386299217054642
"126",2021-03-04,"AAPL","Jim Langevin","Purchase",1001,-0.0374319501532593,-0.0209201894556983,0.0448862767434843,0.0698941396076191,111932600,0.059723936623026,-0.0744023142898843,0.0386299217054642
"127",2021-03-04,"AAPL","Blake Moore","Purchase",1001,-0.0374319501532593,-0.0209201894556983,0.0448862767434843,0.0698941396076191,111932600,0.059723936623026,-0.0744023142898843,0.0386299217054642
"128",2021-02-25,"AAPL","Blake Moore","Purchase",1001,0.0398398770881061,0.000916642641572762,0.0180862298558329,0.0996831370569942,111943300,0.0605748721856367,-0.160664343909679,0.0127778691156502
"129",2021-02-24,"AAPL","Blake Moore","Purchase",1001,0.0369972036532604,0.0119745404338227,-0.00982745049686873,0.102485693882969,129525800,0.0768893301241846,-0.151476708053891,0.00520829013184576
"130",2021-02-23,"AAPL","Pat Fallon","Purchase",100001,0.0369972036532604,0.0119745404338227,-0.00982745049686873,0.102485693882969,129525800,0.0768893301241846,-0.151476708053891,0.00520829013184576
"131",2021-02-23,"AAPL","Pat Fallon","Sale",1001,0.0369972036532604,0.0119745404338227,-0.00982745049686873,0.102485693882969,129525800,0.0768893301241846,-0.151476708053891,0.00520829013184576
"132",2021-02-22,"AAPL","Pat Fallon","Sale",1001,0.0369972036532604,0.0119745404338227,-0.00982745049686873,0.102485693882969,129525800,0.0768893301241846,-0.151476708053891,0.00520829013184576
"133",2021-02-22,"AAPL","Pat Fallon","Purchase",100001,0.0369972036532604,0.0119745404338227,-0.00982745049686873,0.102485693882969,129525800,0.0768893301241846,-0.151476708053891,0.00520829013184576
"134",2021-02-16,"AAPL","Peter Meijer","Sale",100001,-0.017040671591823,0.0221203072345659,-0.0161396491564724,0.101916978408749,112966300,0.0918130003410138,-0.0437111627520508,0.0054779027357994
"135",2021-02-08,"AAPL","Marie Newman","Purchase",1001,-0.0262464521630095,-0.0428398665830722,-0.00470672451410659,0.039968284890282,111039900,0.0437506191614785,-0.0266917287448336,0.0331138778603106
"136",2021-02-05,"AAPL","Marie Newman","Purchase",1001,-0.0662969448786188,-0.06506497956692,-0.0680679230926156,-0.0305688896683548,87668800,0.043822027411571,0.027362173073695,0.0423063366167693
"137",2021-02-04,"AAPL","Marie Newman","Sale",15001,-0.0672269017050003,-0.0738570863285605,-0.0597486642592218,-0.0517307413250129,96856700,0.0270569643570726,-0.00844338970854475,0.0502057653434749
"138",2021-01-29,"AAPL","Marie Newman","Purchase",15001,-0.0692176851222792,-0.0559945916693652,-0.140429942964702,-0.103272511906892,60145100,0.00921513998856849,0.0138518410665109,0.0543375839703846
"139",2021-01-29,"AAPL","Marie Newman","Purchase",15001,-0.0692176851222792,-0.0559945916693652,-0.140429942964702,-0.103272511906892,60145100,0.00921513998856849,0.0138518410665109,0.0543375839703846
"140",2021-01-22,"AAPL","Marie Newman","Sale",1001,-0.0271710787528393,-0.0807098333404777,-0.0861148898795612,-0.10495939951216,71297200,-0.00129484136134117,0.0469958575678078,0.0611326466293245
"141",2021-01-20,"AAPL","Marjorie Greene","Sale",15001,-0.0149796900007318,-0.0533222311560395,-0.116084075014901,-0.125341652154479,84183100,0.0106825634228604,0.0714341518313981,0.0478549120773071
"142",2021-01-20,"AAPL","Marjorie Greene","Sale",1001,-0.0149796900007318,-0.0533222311560395,-0.116084075014901,-0.125341652154479,84183100,0.0106825634228604,0.0714341518313981,0.0478549120773071
