"","report_date","trans_date","Ticker","Representative","Transaction","Amount","House","Range","report_lag","overdue","DNR","first_name","last_name","party"
"8652",2020-11-05,2020-11-03,"OCFC","Gilbert Cisneros","Purchase",1001,"Representatives","$1,001-$15,000",2,0,0,"Gilbert","Cisneros","D"
"8653",2020-11-05,2020-10-23,"OCFC","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",13,0,0,"Josh","Gottheimer","D"
"8654",2018-08-06,2017-05-04,"OCN","Roger Marshall","Sale",1001,"Representatives","$1,001-$15,000",459,414,0,"Roger","Marshall","R"
"8655",2018-08-06,2017-05-01,"OCN","Roger Marshall","Purchase",1001,"Representatives","$1,001-$15,000",462,417,0,"Roger","Marshall","R"
"8656",2021-10-07,2021-09-30,"ODFL","Zoe Lofgren","Purchase",1001,"Representatives","$1,001-$15,000",7,0,0,"Zoe","Lofgren","D"
"8657",2021-07-23,2021-03-29,"ODFL","Tommy Tuberville","Purchase",1001,"Senate","$1,001 - $15,000",116,71,0,"Tommy","Tuberville","R"
"8658",NA,2020-02-13,"OEC","Richard Burr","Sale",15001,"Senate","$15,001-$50,000",NA,NA,1,"Richard","Burr","R"
"8659",NA,2019-09-10,"OEC","Richard Burr","Purchase",1001,"Senate","$1,001-$15,000",NA,NA,1,"Richard","Burr","R"
"8660",NA,2019-09-10,"OEC","Richard Burr","Purchase",15001,"Senate","$15,001-$50,000",NA,NA,1,"Richard","Burr","R"
"8661",NA,2019-04-11,"OEC","Richard Burr","Purchase",1001,"Senate","$1,001-$15,000",NA,NA,1,"Richard","Burr","R"
"8662",NA,2018-11-08,"OEC","Richard Burr","Purchase",1001,"Senate","$1,001-$15,000",NA,NA,1,"Richard","Burr","R"
"8663",NA,2018-11-08,"OEC","Richard Burr","Purchase",1001,"Senate","$1,001-$15,000",NA,NA,1,"Richard","Burr","R"
"8664",NA,2018-02-01,"OEC","Richard Burr","Purchase",15001,"Senate","$15,001-$50,000",NA,NA,1,"Richard","Burr","R"
"8665",NA,2018-02-01,"OEC","Richard Burr","Purchase",1001,"Senate","$1,001-$15,000",NA,NA,1,"Richard","Burr","R"
"8666",2019-01-23,2018-12-21,"OFC","Greg Gianforte","Sale",1001,"Representatives","$1,001-$15,000",33,0,0,"Greg","Gianforte","R"
"8667",2021-12-07,2021-11-29,"OFC","Gary Peters","Purchase",1001,"Senate","$1,001 - $15,000",8,0,0,"Gary","Peters","D"
"8668",2018-01-31,2018-01-05,"OFC","Gary Peters","Purchase",1001,"Senate","$1,001 - $15,000",26,0,0,"Gary","Peters","D"
"8669",2019-04-02,2019-03-19,"OGE","John Rutherford","Sale",1001,"Representatives","$1,001-$15,000",14,0,0,"John","Rutherford","R"
"8670",2018-08-20,2018-04-18,"OGE","John Rutherford","Purchase",1001,"Representatives","$1,001-$15,000",124,79,0,"John","Rutherford","R"
"8671",2021-07-09,2021-06-28,"OGN","John Hickenlooper","Sale",1001,"Senate","$1,001 - $15,000",11,0,0,"John","Hickenlooper","D"
"8672",2021-12-09,2021-11-15,"OKE","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",24,0,0,"Kevin","Hern","R"
"8673",2021-09-15,2021-08-16,"OKE","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",30,0,0,"Kevin","Hern","R"
"8674",2021-06-15,2021-05-26,"OKE","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",20,0,0,"Kevin","Hern","R"
"8675",2021-03-16,2021-02-16,"OKE","Peter Meijer","Sale",1001,"Representatives","$1,001-$15,000",28,0,0,"Peter","Meijer","R"
"8676",2021-03-15,2021-02-12,"OKE","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",31,0,0,"Kevin","Hern","R"
"8677",2021-02-09,2020-12-30,"OKE","Dwight Evans","Sale",15001,"Representatives","$15,001-$50,000",41,0,0,"Dwight","Evans","D"
"8678",2020-12-14,2020-11-13,"OKE","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",31,0,0,"Kevin","Hern","R"
"8679",2020-12-08,2020-10-19,"OKE","Susie Lee","Sale",1001,"Representatives","$1,001-$15,000",50,5,0,"Susie","Lee","D"
"8680",2020-09-15,2020-08-14,"OKE","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",32,0,0,"Kevin","Hern","R"
"8681",2020-07-10,2020-06-09,"OKE","Susie Lee","Purchase",1001,"Representatives","$1,001-$15,000",31,0,0,"Susie","Lee","D"
"8682",2020-07-10,2020-06-05,"OKE","Susie Lee","Purchase",1001,"Representatives","$1,001-$15,000",35,0,0,"Susie","Lee","D"
"8683",2020-06-15,2020-05-27,"OKE","Susie Lee","Purchase",1001,"Representatives","$1,001-$15,000",19,0,0,"Susie","Lee","D"
"8684",2020-06-15,2020-05-19,"OKE","Susie Lee","Purchase",1001,"Representatives","$1,001-$15,000",27,0,0,"Susie","Lee","D"
"8685",2020-06-16,2020-05-14,"OKE","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",33,0,0,"Kevin","Hern","R"
"8686",2020-04-16,2020-03-26,"OKE","Kevin Hern","Purchase",15001,"Representatives","$15,001-$50,000",21,0,0,"Kevin","Hern","R"
"8687",2020-04-28,2020-03-09,"OKE","Susie Lee","Sale",1001,"Representatives","$1,001-$15,000",50,5,0,"Susie","Lee","D"
"8688",2020-04-28,2020-02-24,"OKE","Susie Lee","Sale",1001,"Representatives","$1,001-$15,000",64,19,0,"Susie","Lee","D"
"8689",2020-03-17,2020-02-14,"OKE","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",32,0,0,"Kevin","Hern","R"
"8690",2019-12-15,2019-11-14,"OKE","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",31,0,0,"Kevin","Hern","R"
"8691",2019-09-30,2019-08-29,"OKE","Susie Lee","Sale",1001,"Representatives","$1,001-$15,000",32,0,0,"Susie","Lee","D"
"8692",2019-09-30,2019-08-28,"OKE","Susie Lee","Sale",1001,"Representatives","$1,001-$15,000",33,0,0,"Susie","Lee","D"
"8693",2019-09-16,2019-08-14,"OKE","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",33,0,0,"Kevin","Hern","R"
"8694",2019-07-18,2019-06-25,"OKE","Susie Lee","Purchase",1001,"Representatives","$1,001-$15,000",23,0,0,"Susie","Lee","D"
"8695",2019-05-09,2019-04-25,"OKE","Susie Lee","Purchase",1001,"Representatives","$1,001-$15,000",14,0,0,"Susie","Lee","D"
"8696",2019-03-12,2019-02-27,"OKE","Susie Lee","Purchase",1001,"Representatives","$1,001-$15,000",13,0,0,"Susie","Lee","D"
"8697",2018-11-14,2018-10-31,"OKE","Bill Flores","Sale",1001,"Representatives","$1,001-$15,000",14,0,0,"Bill","Flores","R"
"8698",2018-11-14,2018-10-10,"OKE","Bill Flores","Sale",1001,"Representatives","$1,001-$15,000",35,0,0,"Bill","Flores","R"
"8699",2018-10-05,2018-09-10,"OKE","Dave Trott","Sale",15001,"Representatives","$15,001-$50,000",25,0,0,"Dave","Trott","R"
"8700",2018-08-08,2018-07-10,"OKE","Bill Flores","Sale",1001,"Representatives","$1,001-$15,000",29,0,0,"Bill","Flores","R"
"8701",2018-06-22,2018-05-11,"OKE","Bill Flores","Sale",1001,"Representatives","$1,001-$15,000",42,0,0,"Bill","Flores","R"
"8702",2018-06-22,2018-05-10,"OKE","Bill Flores","Sale",1001,"Representatives","$1,001-$15,000",43,0,0,"Bill","Flores","R"
"8703",2018-05-09,2018-04-11,"OKE","Kevin Yoder","Purchase",1001,"Representatives","$1,001-$15,000",28,0,0,"Kevin","Yoder","R"
"8704",2021-05-02,2020-04-15,"OKE","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",382,337,0,"David","Perdue","R"
"8705",2020-05-08,2020-04-15,"OKE","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",23,0,0,"David","Perdue","R"
"8706",2020-03-03,2020-02-20,"OKE","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",12,0,0,"David","Perdue","R"
"8707",2021-05-02,2020-02-20,"OKE","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",437,392,0,"David","Perdue","R"
"8708",2019-09-30,2019-09-19,"OKE","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",11,0,0,"David","Perdue","R"
"8709",2019-07-03,2019-06-25,"OKE","David Perdue","Purchase",1001,"Senate","$1,001 - $15,000",8,0,0,"David","Perdue","R"
"8710",2019-06-04,2019-05-03,"OKE","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",32,0,0,"David","Perdue","R"
"8711",2019-03-06,2019-02-07,"OKE","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",27,0,0,"David","Perdue","R"
"8712",2018-10-02,2018-09-10,"OKE","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",22,0,0,"David","Perdue","R"
"8713",2018-10-02,2018-09-10,"OKE","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",22,0,0,"David","Perdue","R"
"8714",2018-07-06,2018-06-21,"OKE","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",15,0,0,"David","Perdue","R"
"8715",2018-02-01,2018-01-05,"OKE","David Perdue","Purchase",1001,"Senate","$1,001 - $15,000",27,0,0,"David","Perdue","R"
"8716",2017-10-02,2017-09-05,"OKE","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",27,0,0,"David","Perdue","R"
"8717",2017-12-06,2017-09-05,"OKE","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",92,47,0,"David","Perdue","R"
"8718",2018-07-06,2017-07-03,"OKE","David Perdue","Sale",15001,"Senate","$15,001 - $50,000",368,323,0,"David","Perdue","R"
"8719",2016-05-17,2016-04-17,"OKE","Ted Cruz","Sale",15001,"Senate","$15,001 - $50,000",30,0,0,"Ted","Cruz","R"
"8720",2016-03-28,2016-02-25,"OKE","Ted Cruz","Sale",15001,"Senate","$15,001 - $50,000",32,0,0,"Ted","Cruz","R"
"8721",2017-08-13,2016-02-25,"OKE","Ted Cruz","Sale",15001,"Senate","$15,001 - $50,000",535,490,0,"Ted","Cruz","R"
"8722",2021-03-16,2021-02-16,"OKTA","Peter Meijer","Sale",1001,"Representatives","$1,001-$15,000",28,0,0,"Peter","Meijer","R"
"8723",2022-02-04,2022-01-20,"OLP","Virginia Foxx","Sale",100001,"Representatives","$100,001-250,000",15,0,0,"Virginia","Foxx","R"
"8724",2022-02-04,2022-01-06,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",29,0,0,"Virginia","Foxx","R"
"8725",2021-11-02,2021-10-07,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",26,0,0,"Virginia","Foxx","R"
"8726",2021-08-02,2021-07-12,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",21,0,0,"Virginia","Foxx","R"
"8727",2021-05-05,2021-04-08,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",27,0,0,"Virginia","Foxx","R"
"8728",2021-02-01,2021-01-08,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",24,0,0,"Virginia","Foxx","R"
"8729",2021-01-08,2020-12-22,"OLP","Virginia Foxx","Purchase",15001,"Representatives","$15,001-$50,000",17,0,0,"Virginia","Foxx","R"
"8730",2020-11-06,2020-10-30,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",7,0,0,"Virginia","Foxx","R"
"8731",2020-10-05,2020-09-01,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",34,0,0,"Virginia","Foxx","R"
"8732",2020-08-10,2020-07-31,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",10,0,0,"Virginia","Foxx","R"
"8733",2020-06-06,2020-05-14,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",23,0,0,"Virginia","Foxx","R"
"8734",2020-05-04,2020-04-15,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",19,0,0,"Virginia","Foxx","R"
"8735",2020-05-04,2020-04-09,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",25,0,0,"Virginia","Foxx","R"
"8736",2020-02-03,2020-01-08,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",26,0,0,"Virginia","Foxx","R"
"8737",2019-12-03,2019-11-18,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",15,0,0,"Virginia","Foxx","R"
"8738",2019-11-12,2019-10-11,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",32,0,0,"Virginia","Foxx","R"
"8739",2019-08-08,2019-07-10,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",29,0,0,"Virginia","Foxx","R"
"8740",2019-05-10,2019-04-08,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",32,0,0,"Virginia","Foxx","R"
"8741",2019-02-05,2019-01-04,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",32,0,0,"Virginia","Foxx","R"
"8742",2018-11-05,2018-10-05,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",31,0,0,"Virginia","Foxx","R"
"8743",2018-08-10,2018-07-09,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",32,0,0,"Virginia","Foxx","R"
"8744",2018-05-10,2018-04-06,"OLP","Virginia Foxx","Purchase",1001,"Representatives","$1,001-$15,000",34,0,0,"Virginia","Foxx","R"
"8745",2020-03-12,2020-02-10,"OMC","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",31,0,0,"Dean","Phillips","D"
"8746",2020-02-18,2020-01-29,"OMC","Gilbert Cisneros","Sale",1001,"Representatives","$1,001-$15,000",20,0,0,"Gilbert","Cisneros","D"
"8747",2020-02-18,2020-01-28,"OMC","Gilbert Cisneros","Sale",1001,"Representatives","$1,001-$15,000",21,0,0,"Gilbert","Cisneros","D"
"8748",2019-09-16,2019-08-20,"OMC","Dean Phillips","Purchase",1001,"Representatives","$1,001-$15,000",27,0,0,"Dean","Phillips","D"
"8749",2019-06-13,2019-05-07,"OMC","Dean Phillips","Purchase",1001,"Representatives","$1,001-$15,000",37,0,0,"Dean","Phillips","D"
"8750",2019-06-13,2019-05-03,"OMC","Dean Phillips","Purchase",1001,"Representatives","$1,001-$15,000",41,0,0,"Dean","Phillips","D"
"8751",2019-05-21,2019-04-04,"OMC","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",47,2,0,"Dean","Phillips","D"
"8752",2019-04-04,2019-03-25,"OMC","Bill Flores","Purchase",1001,"Representatives","$1,001-$15,000",10,0,0,"Bill","Flores","R"
"8753",2018-08-24,2018-07-23,"OMC","Lois Frankel","Sale",1001,"Representatives","$1,001-$15,000",32,0,0,"Lois","Frankel","D"
"8754",2021-05-28,2021-04-09,"OMCL","Sara Jacobs","Sale",50001,"Representatives","$50,001-$100,000",49,4,0,"Sara","Jacobs","D"
"8755",2021-11-24,2021-11-24,"ON","Donald McEachin","Purchase",1001,"Representatives","$1,001-$15,000",0,0,0,"A.","McEachin","D"
"8756",2021-09-10,2021-08-20,"ON","Susie Lee","Purchase",1001,"Representatives","$1,001-$15,000",21,0,0,"Susie","Lee","D"
"8757",2020-12-08,2020-11-12,"ON","Susie Lee","Sale",1001,"Representatives","$1,001-$15,000",26,0,0,"Susie","Lee","D"
"8758",2020-04-16,2020-03-18,"ON","Gilbert Cisneros","Purchase",1001,"Representatives","$1,001-$15,000",29,0,0,"Gilbert","Cisneros","D"
"8759",2019-12-05,2019-10-10,"ON","Susie Lee","Purchase",1001,"Representatives","$1,001-$15,000",56,11,0,"Susie","Lee","D"
"8760",2019-11-15,2019-10-09,"ON","Gilbert Cisneros","Purchase",1001,"Representatives","$1,001-$15,000",37,0,0,"Gilbert","Cisneros","D"
"8761",2019-10-16,2019-09-10,"ON","Gilbert Cisneros","Purchase",1001,"Representatives","$1,001-$15,000",36,0,0,"Gilbert","Cisneros","D"
"8762",2018-10-22,2018-09-28,"ON","Sheldon Whitehouse","Sale",1001,"Senate","$1,001 - $15,000",24,0,0,"Sheldon","Whitehouse","D"
"8763",2018-07-13,2018-06-13,"ON","Sheldon Whitehouse","Purchase",1001,"Senate","$1,001 - $15,000",30,0,0,"Sheldon","Whitehouse","D"
"8764",2019-03-06,2019-01-28,"OPI","Greg Gianforte","Sale",15001,"Representatives","$15,001-$50,000",37,0,0,"Greg","Gianforte","R"
"8765",2021-05-28,2021-04-09,"ORA","Sara Jacobs","Sale",15001,"Representatives","$15,001-$50,000",49,4,0,"Sara","Jacobs","D"
"8766",2021-08-15,2021-07-27,"ORAN","Katherine Clark","Sale",1001,"Representatives","$1,001-$15,000",19,0,0,"Katherine","Clark","D"
"8767",2021-08-15,2021-07-27,"ORAN","Katherine Clark","Sale",1001,"Representatives","$1,001-$15,000",19,0,0,"Katherine","Clark","D"
"8768",2020-12-02,2020-11-13,"ORAN","Greg Gianforte","Sale",15001,"Representatives","$15,001-$50,000",19,0,0,"Greg","Gianforte","R"
"8769",2020-12-28,2020-11-05,"ORAN","Katherine Clark","Purchase",1001,"Representatives","$1,001-$15,000",53,8,0,"Katherine","Clark","D"
"8770",2020-12-28,2020-11-05,"ORAN","Katherine Clark","Purchase",1001,"Representatives","$1,001-$15,000",53,8,0,"Katherine","Clark","D"
"8771",2021-12-29,2021-11-30,"ORCC","Pat Fallon","Purchase",50001,"Representatives","$50,001-$100,000",29,0,0,"Pat","Fallon","R"
"8772",2021-12-29,2021-09-28,"ORCC","Pat Fallon","Purchase",50001,"Representatives","$50,001-$100,000",92,47,0,"Pat","Fallon","R"
"8773",2021-07-02,2021-06-25,"ORCC","Pat Fallon","Purchase",50001,"Representatives","$50,001-$100,000",7,0,0,"Pat","Fallon","R"
"8774",2021-07-02,2021-03-16,"ORCC","Pat Fallon","Purchase",1001,"Representatives","$1,001-$15,000",108,63,0,"Pat","Fallon","R"
"8775",2021-10-14,2021-09-16,"ORCL","Katherine Clark","Sale",1001,"Representatives","$1,001-$15,000",28,0,0,"Katherine","Clark","D"
"8776",2021-08-09,2021-07-23,"ORCL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",17,0,0,"Josh","Gottheimer","D"
"8777",2021-06-15,2021-05-19,"ORCL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",27,0,0,"Josh","Gottheimer","D"
"8778",2021-03-16,2021-02-16,"ORCL","Peter Meijer","Sale",50001,"Representatives","$50,001-$100,000",28,0,0,"Peter","Meijer","R"
"8779",2021-01-24,2021-01-04,"ORCL","Deborah Ross","Purchase",15001,"Representatives","$15,001-$50,000",20,0,0,"Deborah","Ross","D"
"8780",2020-12-28,2020-11-05,"ORCL","Katherine Clark","Purchase",1001,"Representatives","$1,001-$15,000",53,8,0,"Katherine","Clark","D"
"8781",2020-12-28,2020-11-05,"ORCL","Katherine Clark","Purchase",1001,"Representatives","$1,001-$15,000",53,8,0,"Katherine","Clark","D"
"8782",2020-12-03,2020-10-22,"ORCL","Katherine Clark","Sale",1001,"Representatives","$1,001-$15,000",42,0,0,"Katherine","Clark","D"
"8783",2020-09-28,2020-09-16,"ORCL","Bob Gibbs","Sale",1001,"Representatives","$1,001-$15,000",12,0,0,"Bob","Gibbs","R"
"8784",2020-04-16,2020-03-18,"ORCL","Gilbert Cisneros","Purchase",1001,"Representatives","$1,001-$15,000",29,0,0,"Gilbert","Cisneros","D"
"8785",2020-04-05,2020-02-20,"ORCL","Mikie Sherrill","Sale",15001,"Representatives","$15,001-$50,000",45,0,0,"Mikie","Sherrill","D"
"8786",2020-01-13,2020-01-08,"ORCL","Bob Gibbs","Purchase",1001,"Representatives","$1,001-$15,000",5,0,0,"Bob","Gibbs","R"
"8787",2019-09-26,2019-09-11,"ORCL","Jim Langevin","Sale",1001,"Representatives","$1,001-$15,000",15,0,0,"Jim","Langevin","D"
"8788",2019-09-05,2019-07-03,"ORCL","Jim Langevin","Purchase",1001,"Representatives","$1,001-$15,000",64,19,0,"Jim","Langevin","D"
"8789",2019-07-11,2019-06-05,"ORCL","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",36,0,0,"Dean","Phillips","D"
"8790",2019-07-11,2019-06-04,"ORCL","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",37,0,0,"Dean","Phillips","D"
"8791",2019-06-13,2019-05-03,"ORCL","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",41,0,0,"Dean","Phillips","D"
"8792",2019-06-13,2019-05-02,"ORCL","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",42,0,0,"Dean","Phillips","D"
"8793",2019-05-21,2019-04-04,"ORCL","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",47,2,0,"Dean","Phillips","D"
"8794",2019-04-15,2019-03-25,"ORCL","Van Taylor","Sale",15001,"Representatives","$15,001-$50,000",21,0,0,"Van","Taylor","R"
"8795",2019-04-15,2019-03-25,"ORCL","Van Taylor","Sale",1001,"Representatives","$1,001-$15,000",21,0,0,"Van","Taylor","R"
"8796",2019-03-21,2019-02-13,"ORCL","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",36,0,0,"Dean","Phillips","D"
"8797",2019-03-21,2019-02-12,"ORCL","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",37,0,0,"Dean","Phillips","D"
"8798",2019-03-14,2019-02-08,"ORCL","Van Taylor","Sale",1001,"Representatives","$1,001-$15,000",34,0,0,"Van","Taylor","R"
"8799",2019-02-18,2019-01-04,"ORCL","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",45,0,0,"Dean","Phillips","D"
"8800",2018-09-05,2018-08-01,"ORCL","Peter Welch","Sale",1001,"Representatives","$1,001-$15,000",35,0,0,"Peter","Welch","D"
"8801",2020-05-08,2020-04-14,"ORCL","David Perdue","Sale",15001,"Senate","$15,001 - $50,000",24,0,0,"David","Perdue","R"
"8802",2020-05-08,2020-04-14,"ORCL","David Perdue","Sale",15001,"Senate","$15,001 - $50,000",24,0,0,"David","Perdue","R"
"8803",2020-05-08,2020-04-14,"ORCL","David Perdue","Sale",15001,"Senate","$15,001 - $50,000",24,0,0,"David","Perdue","R"
"8804",2020-05-08,2020-04-09,"ORCL","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",29,0,0,"David","Perdue","R"
"8805",2021-05-02,2020-04-09,"ORCL","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",388,343,0,"David","Perdue","R"
"8806",2020-05-01,2020-04-07,"ORCL","Kelly Loeffler","Sale",100001,"Senate","$100,001 - $250,000",24,0,0,"Kelly","Loeffler","R"
"8807",2021-05-02,2020-04-03,"ORCL","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",394,349,0,"David","Perdue","R"
"8808",2020-05-08,2020-04-03,"ORCL","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",35,0,0,"David","Perdue","R"
"8809",2020-04-05,2020-03-27,"ORCL","David Perdue","Sale",15001,"Senate","$15,001 - $50,000",9,0,0,"David","Perdue","R"
"8810",2020-03-12,2020-02-14,"ORCL","Kelly Loeffler","Purchase",100001,"Senate","$100,001 - $250,000",27,0,0,"Kelly","Loeffler","R"
"8811",2020-05-01,2020-02-14,"ORCL","Kelly Loeffler","Purchase",100001,"Senate","$100,001 - $250,000",77,32,0,"Kelly","Loeffler","R"
"8812",2019-11-05,2019-09-30,"ORCL","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",36,0,0,"David","Perdue","R"
"8813",2019-04-09,2019-03-25,"ORCL","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",15,0,0,"David","Perdue","R"
"8814",2019-03-06,2019-02-25,"ORCL","David Perdue","Sale",1001,"Senate","$1,001 - $15,000",9,0,0,"David","Perdue","R"
"8815",2017-03-01,2017-02-08,"ORCL","David Perdue","Purchase",15001,"Senate","$15,001 - $50,000",21,0,0,"David","Perdue","R"
"8816",2018-07-05,2017-02-08,"ORCL","David Perdue","Purchase",15001,"Senate","$15,001 - $50,000",512,467,0,"David","Perdue","R"
"8817",2016-12-12,2016-11-28,"ORCL","Sheldon Whitehouse","Sale",1001,"Senate","$1,001 - $15,000",14,0,0,"Sheldon","Whitehouse","D"
"8818",2016-12-12,2016-11-28,"ORCL","Sheldon Whitehouse","Sale",1001,"Senate","$1,001 - $15,000",14,0,0,"Sheldon","Whitehouse","D"
"8819",2016-03-01,2016-02-05,"ORCL","David Perdue","Purchase",1001,"Senate","$1,001 - $15,000",25,0,0,"David","Perdue","R"
"8820",2018-05-04,2016-02-05,"ORCL","David Perdue","Purchase",1001,"Senate","$1,001 - $15,000",819,774,0,"David","Perdue","R"
"8821",2017-08-07,2016-02-05,"ORCL","David Perdue","Purchase",1001,"Senate","$1,001 - $15,000",549,504,0,"David","Perdue","R"
"8822",2021-11-05,2021-10-20,"ORLY","Kevin Hern","Purchase",15001,"Representatives","$15,001-$50,000",16,0,0,"Kevin","Hern","R"
"8823",2021-06-15,2021-05-18,"ORLY","Kevin Hern","Purchase",100001,"Representatives","$100,001-250,000",28,0,0,"Kevin","Hern","R"
"8824",2021-03-16,2021-02-16,"ORLY","Peter Meijer","Sale",1001,"Representatives","$1,001-$15,000",28,0,0,"Peter","Meijer","R"
"8825",2021-10-08,2020-12-10,"ORLY","Cynthia Axne","Purchase",1001,"Representatives","$1,001-$15,000",302,257,0,"Cynthia","Axne","D"
"8826",2020-08-15,2020-07-27,"ORLY","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",19,0,0,"Kevin","Hern","R"
"8827",2020-05-15,2020-04-30,"ORLY","David McKinley","Purchase",1001,"Representatives","$1,001-$15,000",15,0,0,"David","McKinley","R"
"8828",2020-05-15,2020-04-30,"ORLY","David McKinley","Purchase",1001,"Representatives","$1,001-$15,000",15,0,0,"David","McKinley","R"
"8829",2019-12-15,2019-11-07,"ORLY","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",38,0,0,"Kevin","Hern","R"
"8830",2019-07-25,2019-07-09,"ORLY","Lizzie Fletcher","Sale",1001,"Representatives","$1,001-$15,000",16,0,0,"Lizzie","Fletcher","D"
"8831",2019-06-16,2019-05-31,"ORLY","Lizzie Fletcher","Sale",1001,"Representatives","$1,001-$15,000",16,0,0,"Lizzie","Fletcher","D"
"8832",2019-04-15,2019-03-25,"ORLY","Van Taylor","Sale",15001,"Representatives","$15,001-$50,000",21,0,0,"Van","Taylor","R"
"8833",2019-04-23,2019-02-07,"ORLY","Lizzie Fletcher","Sale",1001,"Representatives","$1,001-$15,000",75,30,0,"Lizzie","Fletcher","D"
"8834",2019-02-04,2019-01-14,"ORLY","David McKinley","Sale",336.91,"Representatives","$336.91",21,0,0,"David","McKinley","R"
"8835",2019-02-15,2019-01-04,"ORLY","Van Taylor","Sale",1001,"Representatives","$1,001-$15,000",42,0,0,"Van","Taylor","R"
"8836",2018-09-25,2018-08-28,"ORLY","Carlos Curbelo","Purchase",1001,"Representatives","$1,001-$15,000",28,0,0,"Carlos","Curbelo","R"
"8837",2020-03-12,2020-02-11,"ORLY","Kelly Loeffler","Sale",15001,"Senate","$15,001 - $50,000",30,0,0,"Kelly","Loeffler","R"
"8838",2020-05-01,2020-02-07,"ORLY","Kelly Loeffler","Sale",15001,"Senate","$15,001 - $50,000",84,39,0,"Kelly","Loeffler","R"
"8839",2022-01-14,2022-01-14,"ORMP","Andrew Garbarino","Sale",1001,"Representatives","$1,001-$15,000",0,0,0,"Andrew","Garbarino","R"
"8840",2021-11-03,2021-10-01,"ORMP","Andrew Garbarino","Sale",1001,"Representatives","$1,001-$15,000",33,0,0,"Andrew","Garbarino","R"
