"","AA","AAPL","ACN","ADP","ALGN","ALLE","AME","AON","APAM","APD","ATHM","AWK","BDX","CALX","FTNT","FUN","GD","GE","GGG","GILD","GNRC","GNTX","GOLD","GOOGL","HON","HSY","IBM","IDXX","IEX","INTC","INTU","JNJ","KEYS","KLAC","KO","LLY","LMT","MA","MDT","MMM","MPWR","MRK","MSFT","NDSN","NEE","NFLX","NTES","NVDA","NWL","ODFL","PEGA","PFE","PG","QCOM","RTX","SEIC","SQ","SWKS","CASH"
"11",19552.835187,8244.622442,3848.17629,347.25136,0,0,0,241.519455,312.03706,0,286.715484,5013.436408,8257.9392,922.24,132.299995,12575.485218,8014.091832,28832.573918,0,954.746221,0,0,0,0,328.28958,0,0,0,0,2898.14398,172.788818,495.425814,0,0,0,4420.479253,7341.662,166.34259,9470.747664,0,0,528.770879,1780.727481,206.6781,4185.84222,0,266.661684,507.63478,1939.053767,0,866.665134,0,5382.868176,10267.27056,463.382,0,0,0,105671.673219
"12",19552.835187,8255.709406,3760.112874,343.34469,0,0,0,238.598076,307.40174,0,291.739954,4981.387748,8162.899857,935.34,129.95,12656.50653,7812.76464,28336.689444,0,961.649286,0,0,0,0,324.613068,0,0,0,0,2877.721015,174.899292,486.533478,0,0,0,4388.082763,7174.90784,164.2397,9469.477728,0,0,520.634413,1788.828054,202.348848,4088.77596,0,264.467718,510.420864,1932.090725,0,880.549384,0,5366.097576,10231.63272,461.15318,0,0,0,105671.673219
"13",20568.192411,8213.912917,3730.88667,347.86583,0,0,0,237.699189,316.88298,0,286.608575,4950.984416,8208.678114,947.13,133.65,12658.961808,7821.574056,28933.78433,0,943.807514,0,0,0,0,325.759828,0,0,0,0,2884.528325,174.823212,487.49904,0,0,0,4323.286123,7188.20556,166.149658,9473.28552,0,0,524.445194,1777.909887,210.216872,4078.2933,0,262.554138,516.364672,1973.871054,0,867.395958,0,5429.078676,10481.12595,465.17601,0,0,0,105671.673219
"14",19929.969588,8650.624437,3880.81995,356.030235,0,0,0,242.727333,327.2068,0,287.356894,5130.94534,8388.905301,974.64,138.75,13059.157176,7950.547512,28579.571248,0,975.242892,0,0,0,0,329.94226,0,0,0,0,2910.78685,177.979354,491.614794,0,0,0,4380.646253,7230.83192,169.776718,9640.90728,0,0,528.873969,1841.658312,215.0356,4138.86258,0,253.21725,528.438032,1980.299168,0,888.587375,0,5474.367024,10708.34931,469.41616,0,0,0,105671.673219
"15",19726.897407,8481.742269,3862.221258,351.552925,0,0,0,240.845307,315.82946,0,275.276804,5048.770572,8397.015795,947.13,136.049995,12840.645066,7839.188424,28377.172762,0,962.286338,0,0,0,0,325.422548,0,0,0,0,2878.69288,174.404998,489.836472,0,0,0,4339.74984,7195.7086,167.403672,9612.97344,0,0,524.445194,1824.047862,209.840408,4131.87318,0,261.432378,527.880724,1988.869272,0,867.030324,0,5438.276424,10599.19425,461.53381,0,0,0,105671.673219
"16",20713.240989,8528.652251,3891.82752,355.064545,0,0,0,241.659852,327.10152,0,269.61088,5123.549,8432.368686,992.98,134.350005,12933.943722,8014.091832,28650.414828,0,979.278716,0,0,0,0,332.269652,0,0,0,0,2911.759865,176.135086,514.124952,0,0,0,4353.027527,7158.88,167.847458,9599.004288,0,0,529.903829,1837.431492,218.988432,4137.30792,0,251.402706,533.081556,2045.112757,0,870.318699,0,5576.97588,10808.59302,465.61089,0,0,0,105671.673219
"17",20191.059237,7968.264542,3870.191766,353.26496,0,0,0,241.322799,321.2022,0,259.134359,5130.94534,8463.084273,974.64,129.15,12904.481976,8116.01424,28336.689444,0,951.878863,0,0,0,0,327.041536,0,0,0,0,2899.116535,172.579728,519.104688,0,0,0,4342.405841,7088.2892,163.6223,9586.305216,0,0,518.780405,1803.972846,219.176696,4143.90942,0,254.10807,526.766336,1989.940401,0,846.20406,0,5576.269692,10588.05324,466.48071,0,0,0,105671.673219
"18",20307.099081,8025.411898,3912.704754,354.450075,0,0,0,242.675835,319.41126,0,255.606538,5213.9413,8245.190394,991.67,131.800005,12862.743522,8093.99484,28549.208796,0,929.57657,0,0,0,0,330.44818,0,0,0,0,2914.67707,174.975326,519.663576,0,0,0,4079.503893,7047.36876,160.9599,9385.666272,0,0,506.73012,1833.557739,219.364944,4204.86714,0,253.629666,521.008348,2009.224408,0,844.011884,0,5648.448204,9710.35857,469.95972,0,0,0,105671.673219
"19",21148.394085,8302.617533,4006.081632,364.721375,0,0,0,247.580727,329.73518,0,262.662158,5333.914268,8424.253341,1006.08,140.699995,13289.94822,8416.119528,29449.914916,0,881.467288,0,0,0,0,348.088744,0,0,0,0,3016.793045,181.591828,530.689956,0,0,0,4201.127889,7195.3662,171.763854,9640.90728,0,0,521.870479,1940.27379,227.49652,4337.2629,0,257.572296,544.040376,2077.252121,0,858.626625,0,5780.779368,10100.19942,476.70086,0,0,0,105671.673219
"20",20916.311943,8225.004333,4034.169678,364.19468,0,0,0,246.875886,322.67696,0,264.265705,5343.774644,8461.926837,1025.73,141.949995,13346.414208,8406.681696,28984.383988,0,892.618727,0,0,0,0,347.0094,0,0,0,0,2997.341945,183.226882,530.334414,0,0,0,4163.95089,7154.4464,170.992156,9759.008016,0,0,522.694328,1926.890472,224.221328,4386.57336,0,258.182658,544.22612,2089.571545,0,869.953287,0,5740.443072,10271.7261,475.99411,0,0,0,105671.673219
"21",20220.070425,8058.6765,3940.79406,360.683135,0,0,0,242.9859,307.82304,0,257.63771,5370.89376,8405.711748,972.02,135.299995,13093.53075,8401.019328,28579.571248,0,878.387783,0,0,0,0,339.521544,0,0,0,0,2898.14398,179.006058,525.4563,0,0,0,4052.417087,7176.61132,165.783126,9715.833936,0,0,519.192362,1866.664254,216.20262,4422.68064,0,255.246309,521.194016,1995.296984,0,848.396236,0,5676.752844,9612.34155,464.36066,0,0,0,105671.673219
"22",21997.33698,8218.177933,3875.506152,360.595435,0,0,0,247.326966,303.92528,0,256.354835,5413.623252,8175.647718,970.71,131.949995,13012.507212,8417.37636,29014.74425,0,917.4698,0,0,0,0,344.580904,0,0,0,0,2878.52222,182.31427,529.165602,0,0,0,4041.263054,7260.84108,166.82492,9670.11984,0,0,515.48458,1837.079049,221.548372,4455.2952,0,246.651768,523.794508,1940.660896,0,875.068759,0,5739.027336,9964.30842,467.29614,0,0,0,105671.673219
"23",24211.640076,8284.212594,3899.419566,363.448525,0,0,0,250.737717,306.6643,0,259.241257,5280.636976,7991.945955,982.5,133.599995,12902.024154,8515.524888,29530.874836,0,920.549409,0,0,0,0,345.896364,0,0,0,0,2920.708935,183.949372,527.946168,0,0,0,3945.130958,7168.42712,166.55478,9676.46664,0,0,500.44748,1831.444134,225.275404,4407.53868,0,248.581737,523.980252,2009.760006,0,858.992185,0,5710.718916,10171.4805,479.03835,0,0,0,105671.673219
"24",23658.063075,8062.955614,3756.697686,356.908225,0,0,0,261.787788,308.45516,0,251.116591,5263.291848,7837.797051,961.54,125.550005,12754.713198,8443.171656,28883.180292,0,904.194473,0,0,0,0,344.479704,0,0,0,0,2849.089235,174.518998,510.873048,0,0,0,3947.255954,7227.42248,159.667282,9455.508576,0,0,508.584089,1766.638965,221.698976,4411.03338,0,230.073039,490.918048,1951.373727,0,771.302666,0,5746.103244,9806.14539,477.51617,0,0,0,105671.673219
"25",23017.083183,8147.858222,3608.661378,356.64486,0,0,0,262.097832,289.17676,0,241.067607,5310.373124,7700.455602,968.09,121.15,12334.879422,8321.117976,28508.73453,0,905.468967,0,0,0,0,342.455992,0,0,0,0,2827.50546,172.86493,518.29161,0,0,0,3940.351364,7315.744,155.596496,9223.122384,0,0,502.919495,1740.223992,219.628432,4432.7754,0,219.614436,468.4431,1835.13804,0,758.879805,0,5846.590176,9777.18681,471.75373,0,0,0,105671.673219
"26",22754.86224,8146.141976,3542.234976,354.09893,0,0,0,261.815919,289.5981,0,240.960753,5428.492752,7785.062334,947.13,119.2,12229.304376,8312.938632,28620.05004,0,926.602794,0,0,0,0,346.469696,0,0,0,0,2826.52405,171.36287,518.139174,0,0,0,3916.450222,7365.19104,158.143128,9280.267776,0,0,506.318176,1735.645353,222.226044,4478.59008,0,225.008721,473.458112,1835.672968,0,753.39955,0,5848.005912,9714.81519,474.25453,0,0,0,105671.673219
"27",21968.203092,8084.395333,3576.01776,354.80114,0,0,0,261.674973,264.12574,0,245.664496,5507.788656,7889.371497,806.96,119.55,12354.519102,8372.078064,28640.296152,0,932.444123,0,0,0,0,346.065032,0,0,0,0,2769.62067,171.610062,516.91974,0,0,0,3907.893508,7295.9662,160.728394,9417.41352,0,0,510.128996,1750.790184,224.823624,4416.08094,0,227.961567,472.343724,1867.812734,0,763.629865,0,5775.824124,9570.01608,472.73232,0,0,0,105671.673219
"28",21356.357088,8035.513857,3546.410868,352.079775,0,0,0,261.280311,269.15466,0,242.991914,5458.227888,7842.432969,774.21,119.15,12261.221718,8089.591536,27780.07335,0,927.771156,0,0,0,0,342.489716,0,0,0,0,2768.639605,173.796508,516.767304,0,0,0,3819.649383,7065.10008,158.413238,9221.850288,0,0,503.125454,1750.086039,223.80722,4344.6402,0,225.751023,469.929052,1808.355259,0,757.41849,0,5654.109048,9578.92635,460.22896,0,0,0,105671.673219
"29",22405.238406,8060.384955,3594.617376,358.7957,0,0,0,264.409332,274.62082,0,254.002991,5375.62808,8102.049354,742.77,120.550005,12546.0222,8190.254304,28599.81517,0,949.861003,0,0,0,0,349.033204,0,0,0,0,2809.845945,179.785598,517.37691,0,0,0,3811.62648,7027.58912,163.776642,9320.902992,0,0,504.979267,1778.614188,231.185884,4335.70968,0,228.357459,477.915892,1863.527749,0,777.514189,0,5731.24272,9926.44065,467.24174,0,0,0,105671.673219
"30",23658.063075,8287.642489,3678.504606,367.75017,0,0,0,265.395906,289.70742,0,265.548569,5381.410004,8235.917613,784.69,127.1,12875.017368,8273.932776,29207.030922,0,968.021548,0,0,0,0,353.991516,0,0,0,0,2823.580855,181.306626,519.917634,0,0,0,3921.798519,7127.16432,166.265412,9491.063616,0,0,512.703815,1812.313386,236.493972,4362.1119,0,248.499342,501.31956,1928.341472,0,791.398143,0,5765.210052,10409.8419,470.12291,0,0,0,105671.673219
"31",24823.487307,8414.565299,3758.216238,374.553755,0,0,0,267.791907,298.99992,0,271.428267,5345.066508,8351.237538,778.14,130.9,13339.05219,8495.391888,29692.801246,0,949.011401,0,0,0,0,357.971588,0,0,0,0,2891.276295,187.010468,520.832382,0,0,0,3993.999583,7254.70336,168.252578,9600.275376,0,0,521.149421,1859.492193,242.329164,4326.39162,0,257.275377,513.764256,2004.938753,0,796.878842,0,5834.559192,10784.08998,482.60986,0,0,0,105671.673219
"32",23658.063075,8255.052736,3739.61595,372.71034,0,0,0,266.579796,298.01604,0,260.31027,5435.925892,8297.342046,765.04,127.95,13780.983468,8496.650952,29429.67333,0,945.082008,0,0,0,0,359.118316,0,0,0,0,2886.370625,183.417022,529.673766,0,0,0,3929.286208,7304.4928,165.99533,9520.270704,0,0,518.265449,1851.333315,241.350356,4438.98774,0,251.188245,557.971024,2008.689011,0,785.55218,0,5801.29998,10933.34274,483.92429,0,0,0,105671.673219
"33",22929.675384,8236.188128,3755.937948,375.56343,0,0,0,263.789109,293.64312,0,255.713447,5432.620976,8397.015795,778.14,130.45,13871.826846,8509.86144,29368.952806,0,928.621044,0,0,0,0,361.816712,0,0,0,0,2816.71294,184.78595,533.102922,0,0,0,3883.291659,7284.71132,167.442276,9572.337216,0,0,516.205638,1838.208567,241.237,4455.2952,0,253.943091,565.400784,2006.545882,0,798.340305,0,5787.85326,11009.0826,483.21243,0,0,0,105671.673219
"34",25959.771516,8308.223343,3809.07975,379.25064,0,0,0,264.324714,304.35674,0,261.379327,5473.921064,8442.220122,830.54,132.85,14075.606334,8595.42516,29763.647016,0,946.250071,0,0,0,0,354.73352,0,0,0,0,2879.50317,186.80133,536.122512,0,0,0,3904.68503,7332.11304,169.429474,9737.420976,0,0,522.900131,1867.651227,244.637924,4492.17918,0,264.071799,585.460984,2041.364107,0,809.667041,0,5811.914724,11423.4273,505.88608,0,0,0,105671.673219
"35",24852.623649,8120.414981,3782.508702,372.44694,0,0,0,265.170363,299.54658,0,264.80025,5506.96314,8487.420669,868.53,132.749995,14080.51689,8550.756432,29571.355818,0,938.285257,0,0,0,0,351.561888,0,0,0,0,2825.543215,185.109176,532.693452,0,0,0,3929.286208,7336.8878,166.323304,9625.67136,0,0,520.531466,1815.505926,263.305052,4508.48664,0,259.601319,586.946936,2028.507544,0,808.205356,0,5789.270844,11231.84718,501.66897,0,0,0,105671.673219
"36",25522.736202,8241.333527,3778.71312,374.246635,0,0,0,266.833467,299.43724,0,265.869285,5508.614724,8545.951512,892.11,136.499995,14082.973122,8502.94116,29308.230092,0,949.011401,0,0,0,0,350.408568,0,0,0,0,2863.8059,187.904052,537.197526,0,0,0,3962.979253,7387.3584,166.728454,9705.676032,0,0,520.737373,1821.891123,265.76126,4537.82628,0,263.774889,591.033304,2021.544368,0,837.800731,0,5771.579688,11476.88892,512.67715,0,0,0,105671.673219
"37",25843.231056,8297.9344,3830.336412,377.14363,0,0,0,268.665756,300.96774,0,263.410499,5620.949668,8615.492235,901.28,140.299995,14006.861412,8634.434328,29818.296714,0,957.507551,0,0,0,0,353.42758,0,0,0,0,2905.993075,190.261658,544.465116,0,0,0,4001.484954,7503.3014,168.65776,9861.868656,0,0,525.269095,1848.140931,266.93274,4531.56786,0,224.728245,592.333512,2038.771542,0,844.377407,0,5826.774576,11503.62189,537.10346,0,0,0,105671.673219
"38",25843.231056,8310.79697,3838.307256,376.002425,0,0,0,269.934174,305.77798,0,266.189979,5353.32544,8671.706379,901.28,140.550005,14060.874666,8626.25664,29991.716244,0,935.630046,0,0,0,0,349.492616,0,0,0,0,2923.652245,182.048142,541.394166,0,0,0,3936.238683,7464.13392,168.947158,9814.883472,0,0,521.561326,1819.762464,271.31604,4401.69048,0,223.326081,588.432812,2081.840549,0,907.952361,0,5739.027336,11499.16824,535.02232,0,0,0,105671.673219
"39",26018.045427,8291.93162,3805.663302,371.744615,0,0,0,268.609407,310.26032,0,262.020748,5354.150864,8544.793194,910.45,142,14470.89369,8573.408568,29726.483154,0,926.602794,0,0,0,0,343.793764,0,0,0,0,2903.04942,183.74028,538.47693,0,0,0,3850.668737,7414.31092,167.6931,9827.584704,0,0,517.132551,1804.864152,270.824768,4413.42702,0,222.055821,584.611304,2046.308506,0,889.6835,0,5681.706156,11420.46621,529.16218,0,0,0,105671.673219
"40",26542.487313,8621.240866,3926.748798,380.87467,0,0,0,270.469827,309.27638,0,262.448362,5393.799736,8699.518863,915.69,148.050005,14215.551138,8697.348072,30481.378636,0,952.516006,0,0,0,0,359.126312,0,0,0,0,2979.57479,187.961136,548.764434,0,0,0,3890.24389,7494.71192,173.828232,9419.951232,0,0,532.993656,1865.168019,276.644164,4404.82068,0,228.918321,610.523428,2127.063137,0,934.259102,0,5748.225168,11717.27937,520.56362,0,0,0,105671.673219
"41",28028.396583,8640.109184,3896.762184,375.958555,0,0,0,274.528953,311.79082,0,268.114242,5679.596908,8734.288248,914.38,146.75,14225.373522,8531.88192,30787.40909,0,943.064252,0,0,0,0,361.229492,0,0,0,0,2996.253355,187.523774,547.843092,0,0,0,3958.700469,7462.7594,173.42308,9472.014432,0,0,538.349344,1878.293547,277.437712,4395.43314,0,224.216883,614.065484,2170.131474,0,931.701588,0,5841.636276,11883.66984,523.19252,0,0,0,105671.673219
"42",27591.363723,8704.426857,3902.076906,375.958555,0,0,0,276.868653,319.55274,0,275.811305,5608.55966,8663.590089,934.03,143.85,14195.909232,8540.062344,30828.215506,0,932.762493,0,0,0,0,366.28372,0,0,0,0,3000.177385,185.774582,545.84697,0,0,0,3917.520162,7508.1122,173.133666,9513.922896,0,0,536.598478,1857.009453,279.9317,4366.48392,0,231.046326,608.659452,2222.352279,0,928.047727,0,5862.156888,11777.98887,526.36902,0,0,0,105671.673219
"43",27882.718554,8833.919584,3916.500336,378.328855,0,0,0,278.870064,318.02224,0,291.95375,5606.083664,8643.306609,939.27,142.55,14210.6409,8511.118848,31073.048892,0,926.178097,0,0,0,0,366.860412,0,0,0,0,3005.082365,188.569504,545.079348,0,0,0,3936.238683,7514.98476,173.731736,9601.545456,0,0,536.392376,1845.657918,283.143648,4470.93198,0,233.801235,606.795172,2206.201661,0,932.066852,0,5908.153356,11840.94774,531.24325,0,0,0,105671.673219
"44",29252.089818,8736.156632,3886.892814,377.889825,0,0,0,279.462045,315.94506,0,283.080743,5562.30482,8616.070008,975.95,142.1,14168.90499,8325.520776,30899.624836,0,952.091205,0,0,0,0,364.553864,0,0,0,0,3035.49722,188.949784,546.30762,0,0,0,3925.542577,7416.02904,170.355484,9652.339584,0,0,542.160164,1810.184883,285.221956,4477.19166,0,233.619723,602.880412,2131.369629,0,930.970542,0,5880.556248,11984.85585,530.80517,0,0,0,105671.673219
"45",27183.467205,8664.120304,3895.244304,375.25627,0,0,0,277.488807,296.48554,0,289.388066,5647.382648,8567.75682,927.48,135.950005,14129.619588,8267.010336,30665.001376,0,941.577312,0,0,0,0,364.926848,0,0,0,0,2998.21514,188.740616,543.646224,0,0,0,3904.149877,7398.85072,167.558044,9579.956112,0,0,540.203157,1832.178465,277.777832,4516.31052,0,227.120211,591.881692,2083.455316,0,924.028454,0,5877.724272,11795.97735,530.69557,0,0,0,105671.673219
"46",27445.68324,8671.837104,3924.85086,378.61294,0,0,0,278.278107,299.9839,0,290.777817,5673.814616,8563.100238,940.58,138.35,14262.202374,8299.098072,30654.79364,0,932.762493,0,0,0,0,369.506288,0,0,0,0,3028.628845,189.12088,546.819354,0,0,0,3933.029839,7435.61464,168.194718,9593.925264,0,0,539.276244,1874.39109,277.399904,4547.99718,0,232.804872,591.508836,2145.367135,0,920.740227,0,5870.649708,11681.29944,529.05262,0,0,0,105671.673219
"47",27940.987557,8676.125122,3931.683168,376.31626,0,0,0,277.827027,301.84236,0,278.376989,5635.819444,8644.59477,944.51,137.5,14059.220112,8403.538536,30542.57804,0,941.364866,0,0,0,0,367.572784,0,0,0,0,3065.910465,186.364044,548.354922,0,0,0,3905.218841,7440.76904,167.635238,9685.35792,0,0,546.27989,1846.367406,278.004516,4525.69842,0,231.031494,590.57662,2142.675075,0,907.586875,0,5822.528796,11697.04152,526.75243,0,0,0,105671.673219
"48",27737.042979,8769.601169,4011.395724,385.459135,0,0,0,283.239258,310.69752,0,291.739954,5625.907548,8718.519978,957.61,142.6,14181.260244,8526.221712,30950.638842,0,952.091205,0,0,0,0,369.84552,0,0,0,0,3115.94685,190.052506,551.272296,0,0,0,3992.395344,7457.60436,170.895706,9822.502512,0,0,552.721377,1882.549968,279.667144,4530.78396,0,238.854123,600.643428,2215.892675,0,912.336713,0,5785.023216,11742.01407,529.87423,0,0,0,105671.673219
"49",28174.074612,8791.897156,4035.687558,385.459135,0,0,0,281.237892,313.97724,0,294.94707,5616.819972,8775.563706,975.95,140.05,14263.445754,8443.80288,30879.224986,0,965.323593,0,0,0,0,368.081572,0,0,0,0,3083.56952,189.04483,551.01636,0,0,0,3952.818361,7442.14416,171.455184,9845.358336,0,0,551.474612,1886.097135,279.06256,4531.56786,0,242.931132,602.1347,2221.814269,0,912.336713,0,5743.979976,11712.78063,530.31227,0,0,0,105671.673219
"50",26688.160434,8968.558823,4064.156586,385.67997,0,0,0,281.576088,306.87122,0,273.566315,5665.554948,8689.997106,943.2,138,14236.048464,8385.92028,30889.421626,0,954.438849,0,0,0,0,368.658204,0,0,0,0,3105.153985,188.85469,551.528184,0,0,0,3810.021997,7457.60436,172.400512,9759.008016,0,0,544.617697,1900.995876,278.986908,4522.17834,0,242.433945,599.15208,2227.197652,0,901.010199,0,5753.887188,11609.34795,527.35489,0,0,0,105671.673219
"51",28378.024098,9087.762236,4083.89436,387.181665,0,0,0,281.294313,311.68146,0,285.860223,5691.161124,8718.519978,945.82,141.450005,14666.919066,8429.960664,30777.212596,0,963.402739,0,0,0,0,370.523836,0,0,0,0,3109.078935,190.679946,549.736722,0,0,0,3876.340526,7496.77308,173.654542,9733.611024,0,0,539.630728,1927.955367,284.050508,4581.63972,0,249.842214,617.048256,2269.728515,0,909.048486,0,5756.009784,11535.14385,533.92696,0,0,0,105671.673219
"52",28960.736214,9073.184904,4120.714542,392.39353,0,0,0,287.523948,319.77138,0,290.029498,5779.5435,8598.026304,954.99,144.95,14656.954854,8438.138856,31583.117558,0,955.399237,0,0,0,0,376.595916,0,0,0,0,3137.530165,191.706604,546.30762,0,0,0,3693.43288,7533.19396,176.35556,9587.576304,0,0,535.370901,1938.951963,291.872528,4628.97324,0,251.764668,611.828576,2295.031668,0,911.971449,0,5855.789268,11553.13341,541.32057,0,0,0,105671.673219
"53",29222.952249,9083.474589,4090.727634,391.510275,0,0,0,286.02999,323.9257,0,301.575065,5617.645396,8745.296112,952.37,143.500005,14883.598224,8521.814592,31542.302382,0,963.296113,0,0,0,0,380.2594,0,0,0,0,3206.2069,193.950164,550.19742,0,0,0,3794.512808,7590.23012,178.091888,9684.086832,0,0,542.851309,1897.448397,293.27072,4635.62424,0,245.019303,630.284112,2313.874145,0,915.9905,0,5884.094496,11600.35128,542.47059,0,0,0,105671.673219
"54",28815.059412,9082.619063,4105.531416,393.14457,0,0,0,286.36821,329.39194,0,302.537202,5579.650316,8683.012296,953.68,148.3,14724.199134,8479.661112,31715.730818,0,988.906919,0,0,0,0,382.226868,0,0,0,0,3172.84931,193.950164,549.071412,0,0,0,3757.076132,7602.25648,178.169052,9550.746864,0,0,548.565589,1910.573613,292.70392,4599.24336,0,246.428082,632.148316,2324.102365,0,908.683148,0,5896.124304,11739.76146,543.12782,0,0,0,105671.673219
"55",28698.51159,9152.081764,4093.004958,391.510275,0,0,0,286.001817,330.26646,0,297.72655,5584.606448,8705.131911,947.13,144.799995,14624.580228,8508.605184,31685.127758,0,1000.112022,0,0,0,0,383.244568,0,0,0,0,3170.887525,194.216384,549.583188,0,0,0,3846.389709,7584.0442,177.030808,9564.790608,0,0,550.955145,1918.022379,292.40158,4578.51042,0,247.737393,631.029596,2329.486552,0,905.394921,0,5855.082996,11697.04152,540.33474,0,0,0,105671.673219
