,ReportDate,TransactionDate,Ticker,Representative,Transaction,Amount,House,Range
450,2018-10-02 00:00:00,2018-09-05 00:00:00,AAPL,David Perdue,Sale,15001.0,Senate,"$15,001 - $50,000"
451,2018-09-30 00:00:00,2018-08-28 00:00:00,AAPL,Pat Roberts,Purchase,15001.0,Senate,"$15,001 - $50,000"
452,2018-09-30 00:00:00,2018-08-24 00:00:00,AAPL,Pat Roberts,Purchase,15001.0,Senate,"$15,001 - $50,000"
453,2018-08-28 00:00:00,2018-07-30 00:00:00,AAPL,Pat Roberts,Sale,50001.0,Senate,"$50,001 - $100,000"
454,2018-05-14 00:00:00,2018-05-01 00:00:00,AAPL,James M. Inhofe,Sale,50001.0,Senate,"$50,001 - $100,000"
455,2018-05-10 00:00:00,2018-04-03 00:00:00,AAPL,Sheldon Whitehouse,Sale,1001.0,Senate,"$1,001 - $15,000"
456,2018-03-12 00:00:00,2018-03-09 00:00:00,AAPL,John F. Reed,Sale,1001.0,Senate,"$1,001 - $15,000"
457,2018-03-03 00:00:00,2018-02-05 00:00:00,AAPL,Pat Roberts,Sale,50001.0,Senate,"$50,001 - $100,000"
458,2018-03-03 00:00:00,2018-02-05 00:00:00,AAPL,Pat Roberts,Purchase,15001.0,Senate,"$15,001 - $50,000"
459,2018-02-13 00:00:00,2018-01-31 00:00:00,AAPL,Bill Cassidy,Sale,1001.0,Senate,"$1,001 - $15,000"
460,2018-02-13 00:00:00,2018-01-31 00:00:00,AAPL,Bill Cassidy,Sale,1001.0,Senate,"$1,001 - $15,000"
461,2018-01-16 00:00:00,2017-12-29 00:00:00,AAPL,Bill Cassidy,Sale,1001.0,Senate,"$1,001 - $15,000"
462,2017-12-01 00:00:00,2017-11-08 00:00:00,AAPL,Pat Roberts,Purchase,15001.0,Senate,"$15,001 - $50,000"
463,2018-06-28 00:00:00,2017-11-08 00:00:00,AAPL,Pat Roberts,Purchase,15001.0,Senate,"$15,001 - $50,000"
464,2017-12-01 00:00:00,2017-09-27 00:00:00,AAPL,Pat Roberts,Purchase,1001.0,Senate,"$1,001 - $15,000"
465,2017-09-12 00:00:00,2017-08-24 00:00:00,AAPL,Sheldon Whitehouse,Sale,1001.0,Senate,"$1,001 - $15,000"
466,2017-08-28 00:00:00,2017-08-15 00:00:00,AAPL,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
467,2017-09-01 00:00:00,2017-08-08 00:00:00,AAPL,Bill Cassidy,Sale,1001.0,Senate,"$1,001 - $15,000"
468,2017-07-10 00:00:00,2017-06-20 00:00:00,AAPL,Pat Roberts,Purchase,15001.0,Senate,"$15,001 - $50,000"
469,2017-06-22 00:00:00,2017-06-15 00:00:00,AAPL,Patty Murray,Sale,1001.0,Senate,"$1,001 - $15,000"
470,2017-07-10 00:00:00,2017-06-12 00:00:00,AAPL,Pat Roberts,Sale,50001.0,Senate,"$50,001 - $100,000"
471,2017-07-10 00:00:00,2017-06-12 00:00:00,AAPL,Pat Roberts,Sale,15001.0,Senate,"$15,001 - $50,000"
472,2017-07-10 00:00:00,2017-06-09 00:00:00,AAPL,David Perdue,Sale,15001.0,Senate,"$15,001 - $50,000"
473,2017-06-06 00:00:00,2017-05-09 00:00:00,AAPL,David Perdue,Sale,15001.0,Senate,"$15,001 - $50,000"
474,2017-06-06 00:00:00,2017-05-09 00:00:00,AAPL,David Perdue,Sale,15001.0,Senate,"$15,001 - $50,000"
475,2017-03-21 00:00:00,2017-03-16 00:00:00,AAPL,Patty Murray,Purchase,1001.0,Senate,"$1,001 - $15,000"
476,2017-02-24 00:00:00,2017-02-01 00:00:00,AAPL,John Cornyn,Sale,15001.0,Senate,"$15,001 - $50,000"
477,2017-02-14 00:00:00,2017-01-11 00:00:00,AAPL,Sheldon Whitehouse,Sale,15001.0,Senate,"$15,001 - $50,000"
478,2017-02-14 00:00:00,2017-01-11 00:00:00,AAPL,Sheldon Whitehouse,Sale,1001.0,Senate,"$1,001 - $15,000"
479,2016-12-30 00:00:00,2016-12-15 00:00:00,AAPL,Pat Roberts,Purchase,1001.0,Senate,"$1,001 - $15,000"
480,2016-08-22 00:00:00,2016-07-26 00:00:00,AAPL,Sheldon Whitehouse,Sale,1001.0,Senate,"$1,001 - $15,000"
481,2016-04-29 00:00:00,2016-04-27 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
482,2017-08-10 00:00:00,2016-04-26 00:00:00,AAPL,Sheldon Whitehouse,Sale,15001.0,Senate,"$15,001 - $50,000"
483,2016-05-23 00:00:00,2016-04-26 00:00:00,AAPL,Sheldon Whitehouse,Sale,15001.0,Senate,"$15,001 - $50,000"
484,2016-05-23 00:00:00,2016-04-26 00:00:00,AAPL,Sheldon Whitehouse,Sale,15001.0,Senate,"$15,001 - $50,000"
485,2016-04-29 00:00:00,2016-04-26 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
486,2017-08-10 00:00:00,2016-04-26 00:00:00,AAPL,Sheldon Whitehouse,Sale,15001.0,Senate,"$15,001 - $50,000"
487,2016-04-04 00:00:00,2016-03-22 00:00:00,AAPL,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
488,2018-05-04 00:00:00,2016-02-25 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
489,2016-03-01 00:00:00,2016-02-25 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
490,2017-08-07 00:00:00,2016-02-25 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
491,2018-05-04 00:00:00,2016-02-23 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
492,2016-03-01 00:00:00,2016-02-23 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
493,2017-08-07 00:00:00,2016-02-23 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
494,2016-03-01 00:00:00,2016-02-16 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
495,2017-08-07 00:00:00,2016-02-16 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
496,2017-08-07 00:00:00,2016-02-16 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
497,2018-05-04 00:00:00,2016-02-16 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
498,2018-05-04 00:00:00,2016-02-16 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
499,2016-03-01 00:00:00,2016-02-16 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
500,2018-05-04 00:00:00,2016-02-12 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
501,2017-08-07 00:00:00,2016-02-12 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
502,2016-03-01 00:00:00,2016-02-12 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
503,2017-08-07 00:00:00,2016-02-11 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
504,2016-03-01 00:00:00,2016-02-11 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
505,2018-05-04 00:00:00,2016-02-11 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
506,2018-05-04 00:00:00,2016-02-03 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
507,2017-08-07 00:00:00,2016-02-03 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
508,2016-03-01 00:00:00,2016-02-03 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
509,2016-03-01 00:00:00,2016-02-01 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
510,2018-05-04 00:00:00,2016-02-01 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
511,2017-08-07 00:00:00,2016-02-01 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
512,2016-02-08 00:00:00,2016-01-28 00:00:00,AAPL,John Hoeven,Purchase,50001.0,Senate,"$50,001 - $100,000"
513,2018-05-04 00:00:00,2016-01-28 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
514,2016-02-02 00:00:00,2016-01-28 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
515,2016-02-02 00:00:00,2016-01-27 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
516,2016-02-02 00:00:00,2016-01-27 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
517,2016-02-02 00:00:00,2016-01-27 00:00:00,AAPL,David Perdue,Purchase,15001.0,Senate,"$15,001 - $50,000"
518,2018-05-04 00:00:00,2016-01-27 00:00:00,AAPL,David Perdue,Purchase,15001.0,Senate,"$15,001 - $50,000"
519,2018-05-04 00:00:00,2016-01-27 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
520,2018-05-04 00:00:00,2016-01-27 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
521,2018-05-04 00:00:00,2016-01-27 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
522,2016-02-02 00:00:00,2016-01-27 00:00:00,AAPL,David Perdue,Purchase,1001.0,Senate,"$1,001 - $15,000"
523,2016-01-12 00:00:00,2016-01-05 00:00:00,AAPL,Bill Cassidy,Purchase,1001.0,Senate,"$1,001 - $15,000"
524,2021-02-19 00:00:00,2021-02-12 00:00:00,ACB, John A. Yarmuth,Purchase,1001.0,Representatives,"$1,001-$15,000"
525,2020-11-15 00:00:00,2020-11-05 00:00:00,ACB, John A. Yarmuth,Purchase,1001.0,Representatives,"$1,001-$15,000"
526,2018-08-13 00:00:00,2017-08-21 00:00:00,ACC, Josh Gottheimer,Sale,1001.0,Representatives,"$1,001-$15,000"
527,2021-02-13 00:00:00,2021-01-08 00:00:00,ACGL, Dean Phillips,Purchase,1001.0,Representatives,"$1,001-$15,000"
528,2021-10-08 00:00:00,2020-12-15 00:00:00,ACGL, Cindy Axne,Purchase,1001.0,Representatives,"$1,001-$15,000"
529,2021-03-16 00:00:00,2021-02-16 00:00:00,ACHC,Mr. Peter Meijer,Sale,1001.0,Representatives,"$1,001-$15,000"
530,2021-01-11 00:00:00,2020-12-16 00:00:00,ACI, Susie Lee,Sale,1001.0,Representatives,"$1,001-$15,000"
531,2020-09-03 00:00:00,2020-07-23 00:00:00,ACI, Susie Lee,Purchase,1001.0,Representatives,"$1,001-$15,000"
532,2020-07-10 00:00:00,2020-06-26 00:00:00,ACI, Susie Lee,Purchase,1001.0,Representatives,"$1,001-$15,000"
533,2020-07-10 00:00:00,2020-06-29 00:00:00,ACIW, Susie Lee,Sale,1001.0,Representatives,"$1,001-$15,000"
534,2020-02-25 00:00:00,2020-01-07 00:00:00,ACIW, Susie Lee,Purchase,1001.0,Representatives,"$1,001-$15,000"
535,2020-12-02 00:00:00,2020-11-20 00:00:00,ACIW,Thomas R. Carper,Purchase,1001.0,Senate,"$1,001 - $15,000"
536,2021-12-09 00:00:00,2021-11-26 00:00:00,ACN, Kevin Hern,Purchase,1001.0,Representatives,"$1,001-$15,000"
537,2021-12-30 00:00:00,2021-11-17 00:00:00,ACN, Lois Frankel,Sale,1001.0,Representatives,"$1,001-$15,000"
538,2021-10-07 00:00:00,2021-09-23 00:00:00,ACN, Kevin Hern,Purchase,100001.0,Representatives,"$100,001-250,000"
539,2021-10-07 00:00:00,2021-09-02 00:00:00,ACN, Zoe Lofgren,Purchase,1001.0,Representatives,"$1,001-$15,000"
540,2021-09-13 00:00:00,2021-08-19 00:00:00,ACN, David B. Mckinley,Sale,1001.0,Representatives,"$1,001-$15,000"
541,2021-09-15 00:00:00,2021-08-13 00:00:00,ACN, Kevin Hern,Purchase,1001.0,Representatives,"$1,001-$15,000"
542,2021-09-10 00:00:00,2021-08-09 00:00:00,ACN, Zoe Lofgren,Purchase,1001.0,Representatives,"$1,001-$15,000"
543,2021-07-14 00:00:00,2021-06-25 00:00:00,ACN, Kevin Hern,Purchase,100001.0,Representatives,"$100,001-250,000"
544,2021-06-15 00:00:00,2021-05-14 00:00:00,ACN, Kevin Hern,Purchase,1001.0,Representatives,"$1,001-$15,000"
545,2021-06-12 00:00:00,2021-05-13 00:00:00,ACN, Richard W. Allen,Purchase,50001.0,Representatives,"$50,001-$100,000"
546,2021-05-06 00:00:00,2021-04-30 00:00:00,ACN, Kathy Manning,Sale,1001.0,Representatives,"$1,001-$15,000"
547,2021-05-06 00:00:00,2021-04-30 00:00:00,ACN, Kathy Manning,Sale,1001.0,Representatives,"$1,001-$15,000"
548,2021-05-28 00:00:00,2021-04-09 00:00:00,ACN, Sara Jacobs,Sale,50001.0,Representatives,"$50,001-$100,000"
549,2021-04-27 00:00:00,2021-03-17 00:00:00,ACN, William R. Keating,Purchase,1001.0,Representatives,"$1,001-$15,000"
550,2021-03-15 00:00:00,2021-02-12 00:00:00,ACN, Kevin Hern,Purchase,1001.0,Representatives,"$1,001-$15,000"
551,2021-02-13 00:00:00,2021-01-12 00:00:00,ACN, Dean Phillips,Sale,1001.0,Representatives,"$1,001-$15,000"
552,2021-02-13 00:00:00,2021-01-11 00:00:00,ACN, Dean Phillips,Sale,1001.0,Representatives,"$1,001-$15,000"
553,2021-02-13 00:00:00,2021-01-08 00:00:00,ACN, Dean Phillips,Sale,1001.0,Representatives,"$1,001-$15,000"
554,2021-02-13 00:00:00,2021-01-07 00:00:00,ACN, Dean Phillips,Sale,1001.0,Representatives,"$1,001-$15,000"
555,2020-12-01 00:00:00,2020-11-17 00:00:00,ACN, Donald Sternoff Beyer Jr,Purchase,1001.0,Representatives,"$1,001-$15,000"
556,2020-12-14 00:00:00,2020-11-13 00:00:00,ACN, Kevin Hern,Purchase,1001.0,Representatives,"$1,001-$15,000"
557,2020-12-11 00:00:00,2020-11-02 00:00:00,ACN, Dean Phillips,Sale,1001.0,Representatives,"$1,001-$15,000"
558,2020-10-09 00:00:00,2020-09-01 00:00:00,ACN, Dean Phillips,Sale,1001.0,Representatives,"$1,001-$15,000"
559,2020-09-06 00:00:00,2020-08-27 00:00:00,ACN, Donald Sternoff Beyer Jr,Purchase,1001.0,Representatives,"$1,001-$15,000"
560,2020-09-15 00:00:00,2020-08-14 00:00:00,ACN, Kevin Hern,Purchase,1001.0,Representatives,"$1,001-$15,000"
561,2020-08-15 00:00:00,2020-07-27 00:00:00,ACN, Kevin Hern,Purchase,1001.0,Representatives,"$1,001-$15,000"
562,2020-07-24 00:00:00,2020-07-15 00:00:00,ACN, Lois Frankel,Sale,1001.0,Representatives,"$1,001-$15,000"
563,2020-08-09 00:00:00,2020-07-14 00:00:00,ACN, Donald Sternoff Beyer Jr,Sale,1001.0,Representatives,"$1,001-$15,000"
564,2020-06-16 00:00:00,2020-05-15 00:00:00,ACN, Kevin Hern,Purchase,1001.0,Representatives,"$1,001-$15,000"
565,2020-05-31 00:00:00,2020-05-07 00:00:00,ACN, Donald Sternoff Beyer Jr,Sale,1001.0,Representatives,"$1,001-$15,000"
566,2020-05-31 00:00:00,2020-05-01 00:00:00,ACN, Donald Sternoff Beyer Jr,Sale,1001.0,Representatives,"$1,001-$15,000"
567,2020-05-15 00:00:00,2020-04-30 00:00:00,ACN, David B. Mckinley,Purchase,1001.0,Representatives,"$1,001-$15,000"
568,2020-05-15 00:00:00,2020-04-30 00:00:00,ACN, David B. Mckinley,Purchase,1001.0,Representatives,"$1,001-$15,000"
569,2020-05-09 00:00:00,2020-04-27 00:00:00,ACN, Donald Sternoff Beyer Jr,Sale,1001.0,Representatives,"$1,001-$15,000"
570,2020-05-09 00:00:00,2020-04-27 00:00:00,ACN, Donald Sternoff Beyer Jr,Sale,1001.0,Representatives,"$1,001-$15,000"
571,2020-04-16 00:00:00,2020-03-26 00:00:00,ACN, Earl Blumenauer,Purchase,1001.0,Representatives,"$1,001-$15,000"
572,2020-04-16 00:00:00,2020-03-26 00:00:00,ACN, Kevin Hern,Purchase,100001.0,Representatives,"$100,001-250,000"
573,2020-04-05 00:00:00,2020-02-20 00:00:00,ACN, Mikie Sherrill,Sale,1001.0,Representatives,"$1,001-$15,000"
574,2020-02-22 00:00:00,2020-02-14 00:00:00,ACN, Donald Sternoff Beyer Jr,Purchase,1001.0,Representatives,"$1,001-$15,000"
575,2020-03-12 00:00:00,2020-02-10 00:00:00,ACN, Dean Phillips,Sale,1001.0,Representatives,"$1,001-$15,000"
576,2020-02-07 00:00:00,2020-01-09 00:00:00,ACN, Dean Phillips,Sale,1001.0,Representatives,"$1,001-$15,000"
577,2020-02-22 00:00:00,2020-01-09 00:00:00,ACN, Donald Sternoff Beyer Jr,Purchase,1001.0,Representatives,"$1,001-$15,000"
578,2020-02-07 00:00:00,2020-01-08 00:00:00,ACN, Dean Phillips,Sale,1001.0,Representatives,"$1,001-$15,000"
579,2020-01-06 00:00:00,2019-12-30 00:00:00,ACN, David B. Mckinley,Purchase,15001.0,Representatives,"$15,001-$50,000"
580,2020-01-02 00:00:00,2019-12-23 00:00:00,ACN, Donald Sternoff Beyer Jr,Purchase,1001.0,Representatives,"$1,001-$15,000"
581,2019-12-14 00:00:00,2019-12-10 00:00:00,ACN, Donald Sternoff Beyer Jr,Purchase,1001.0,Representatives,"$1,001-$15,000"
582,2019-12-14 00:00:00,2019-11-22 00:00:00,ACN, Donald Sternoff Beyer Jr,Purchase,1001.0,Representatives,"$1,001-$15,000"
583,2019-12-14 00:00:00,2019-11-19 00:00:00,ACN, Donald Sternoff Beyer Jr,Purchase,1001.0,Representatives,"$1,001-$15,000"
584,2019-11-14 00:00:00,2019-10-15 00:00:00,ACN, Kevin Hern,Purchase,1001.0,Representatives,"$1,001-$15,000"
585,2019-11-12 00:00:00,2019-10-10 00:00:00,ACN, K. Michael Conaway,Sale,15001.0,Representatives,"$15,001-$50,000"
586,2019-09-30 00:00:00,2019-09-11 00:00:00,ACN, Lois Frankel,Sale,1001.0,Representatives,"$1,001-$15,000"
587,2019-09-03 00:00:00,2019-08-07 00:00:00,ACN, Lois Frankel,Sale,1001.0,Representatives,"$1,001-$15,000"
588,2019-07-19 00:00:00,2019-07-12 00:00:00,ACN, Lois Frankel,Sale,1001.0,Representatives,"$1,001-$15,000"
589,2019-07-25 00:00:00,2019-07-09 00:00:00,ACN, Elizabeth Fletcher,Sale,1001.0,Representatives,"$1,001-$15,000"
590,2019-06-16 00:00:00,2019-05-31 00:00:00,ACN, Elizabeth Fletcher,Sale,1001.0,Representatives,"$1,001-$15,000"
591,2019-06-13 00:00:00,2019-05-03 00:00:00,ACN, Dean Phillips,Sale,1001.0,Representatives,"$1,001-$15,000"
592,2019-05-21 00:00:00,2019-04-04 00:00:00,ACN, Dean Phillips,Sale,1001.0,Representatives,"$1,001-$15,000"
593,2019-04-15 00:00:00,2019-03-25 00:00:00,ACN, Nicholas Van Taylor,Sale,15001.0,Representatives,"$15,001-$50,000"
594,2019-04-04 00:00:00,2019-03-22 00:00:00,ACN, Bill Flores,Sale,1001.0,Representatives,"$1,001-$15,000"
595,2019-02-04 00:00:00,2019-01-14 00:00:00,ACN, David B. Mckinley,Sale,15001.0,Representatives,"$15,001-$50,000"
596,2018-12-06 00:00:00,2018-11-15 00:00:00,ACN, Thomas Macarthur,Purchase,1001.0,Representatives,"$1,001-$15,000"
597,2018-09-25 00:00:00,2018-09-12 00:00:00,ACN, Lois Frankel,Sale,1001.0,Representatives,"$1,001-$15,000"
598,2018-09-25 00:00:00,2018-08-28 00:00:00,ACN, Carlos Curbelo,Purchase,1001.0,Representatives,"$1,001-$15,000"
599,2018-12-21 00:00:00,2018-08-01 00:00:00,ACN, Pete Sessions,Purchase,1001.0,Representatives,"$1,001-$15,000"
600,2018-06-05 00:00:00,2018-05-15 00:00:00,ACN, Thomas Macarthur,Purchase,1001.0,Representatives,"$1,001-$15,000"
601,2018-06-05 00:00:00,2018-05-11 00:00:00,ACN, Thomas Macarthur,Sale,1001.0,Representatives,"$1,001-$15,000"
602,2018-08-13 00:00:00,2017-02-21 00:00:00,ACN, Josh Gottheimer,Sale,1001.0,Representatives,"$1,001-$15,000"
603,2022-02-14 00:00:00,2022-01-14 00:00:00,ACN,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
604,2018-05-14 00:00:00,2018-04-24 00:00:00,ACN,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
605,2019-05-09 00:00:00,2018-04-24 00:00:00,ACN,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
606,2019-05-09 00:00:00,2018-04-05 00:00:00,ACN,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
607,2018-05-14 00:00:00,2018-04-05 00:00:00,ACN,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
608,2017-11-07 00:00:00,2017-10-25 00:00:00,ACN,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
609,2016-06-16 00:00:00,2016-06-07 00:00:00,ACN,Sheldon Whitehouse,Sale,15001.0,Senate,"$15,001 - $50,000"
610,2021-03-28 00:00:00,2021-03-16 00:00:00,ACST, Mark Dr Green,Purchase,1001.0,Representatives,"$1,001-$15,000"
611,2020-10-14 00:00:00,2020-09-29 00:00:00,ADC, Gilbert Cisneros,Purchase,1001.0,Representatives,"$1,001-$15,000"
612,2020-08-19 00:00:00,2020-07-30 00:00:00,ADC, Gilbert Cisneros,Purchase,1001.0,Representatives,"$1,001-$15,000"
613,2020-08-10 00:00:00,2020-07-22 00:00:00,ADC, Josh Gottheimer,Purchase,1001.0,Representatives,"$1,001-$15,000"
614,2019-04-15 00:00:00,2019-03-25 00:00:00,ADC, Nicholas Van Taylor,Sale,1001.0,Representatives,"$1,001-$15,000"
615,2021-03-12 00:00:00,2021-02-19 00:00:00,ADI,Sara Jacobs,Sale,50001.0,Representatives,"$50,001-$100,000"
616,2020-04-05 00:00:00,2020-02-20 00:00:00,ADI, Mikie Sherrill,Sale,1001.0,Representatives,"$1,001-$15,000"
617,2019-09-03 00:00:00,2019-07-30 00:00:00,ADI, Lois Frankel,Sale,1001.0,Representatives,"$1,001-$15,000"
618,2018-08-21 00:00:00,2018-08-14 00:00:00,ADI, Alan S. Lowenthal,Sale,190.35,Representatives,$190.35
619,2018-08-21 00:00:00,2018-08-14 00:00:00,ADI, Alan S. Lowenthal,Sale,1001.0,Representatives,"$1,001-$15,000"
620,2018-08-21 00:00:00,2018-08-13 00:00:00,ADI, Alan S. Lowenthal,Sale,285.74,Representatives,$285.74
621,2018-08-21 00:00:00,2018-08-13 00:00:00,ADI, Alan S. Lowenthal,Sale,1001.0,Representatives,"$1,001-$15,000"
622,2018-08-15 00:00:00,2018-08-10 00:00:00,ADI, Alan S. Lowenthal,Sale,94.67,Representatives,$94.67
623,2018-08-15 00:00:00,2018-08-10 00:00:00,ADI, Alan S. Lowenthal,Sale,1001.0,Representatives,"$1,001-$15,000"
624,2018-06-10 00:00:00,2018-06-05 00:00:00,ADI, Alan S. Lowenthal,Purchase,601.5,Representatives,$601.50
625,2019-03-18 00:00:00,2019-02-28 00:00:00,ADI,John F. Reed,Sale,1001.0,Senate,"$1,001 - $15,000"
626,2019-03-18 00:00:00,2019-02-28 00:00:00,ADI,John F. Reed,Sale,1001.0,Senate,"$1,001 - $15,000"
627,2018-06-07 00:00:00,2018-05-24 00:00:00,ADI,Sheldon Whitehouse,Purchase,1001.0,Senate,"$1,001 - $15,000"
628,2018-05-14 00:00:00,2018-04-24 00:00:00,ADI,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
629,2019-05-09 00:00:00,2018-04-24 00:00:00,ADI,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
630,2018-05-14 00:00:00,2018-04-05 00:00:00,ADI,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
631,2019-05-09 00:00:00,2018-04-05 00:00:00,ADI,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
632,2018-03-12 00:00:00,2018-03-09 00:00:00,ADI,John F. Reed,Sale,1001.0,Senate,"$1,001 - $15,000"
633,2017-06-20 00:00:00,2017-06-19 00:00:00,ADI,John F. Reed,Purchase,1001.0,Senate,"$1,001 - $15,000"
634,2017-06-08 00:00:00,2017-05-08 00:00:00,ADI,Sheldon Whitehouse,Purchase,1001.0,Senate,"$1,001 - $15,000"
635,2017-06-08 00:00:00,2017-05-05 00:00:00,ADI,Sheldon Whitehouse,Purchase,1001.0,Senate,"$1,001 - $15,000"
636,2017-04-17 00:00:00,2017-03-14 00:00:00,ADI,Sheldon Whitehouse,Sale,1001.0,Senate,"$1,001 - $15,000"
637,2017-03-07 00:00:00,2017-03-06 00:00:00,ADI,John F. Reed,Purchase,1001.0,Senate,"$1,001 - $15,000"
638,2017-03-07 00:00:00,2017-03-06 00:00:00,ADI,John F. Reed,Purchase,1001.0,Senate,"$1,001 - $15,000"
639,2017-03-15 00:00:00,2017-02-10 00:00:00,ADI,Sheldon Whitehouse,Purchase,15001.0,Senate,"$15,001 - $50,000"
640,2022-02-04 00:00:00,2022-01-25 00:00:00,ADM, Virginia Foxx,Purchase,15001.0,Representatives,"$15,001-$50,000"
641,2022-02-04 00:00:00,2022-01-24 00:00:00,ADM, Virginia Foxx,Purchase,15001.0,Representatives,"$15,001-$50,000"
642,2019-09-11 00:00:00,2019-08-14 00:00:00,ADM, Gilbert Cisneros,Sale,1001.0,Representatives,"$1,001-$15,000"
643,2019-06-18 00:00:00,2019-05-09 00:00:00,ADM, Gilbert Cisneros,Purchase,1001.0,Representatives,"$1,001-$15,000"
644,2018-11-28 00:00:00,2018-10-24 00:00:00,ADM, Lois Frankel,Sale,1001.0,Representatives,"$1,001-$15,000"
645,2018-11-28 00:00:00,2018-10-17 00:00:00,ADM, Lois Frankel,Sale,1001.0,Representatives,"$1,001-$15,000"
646,2018-09-25 00:00:00,2018-09-05 00:00:00,ADM, Lois Frankel,Sale,1001.0,Representatives,"$1,001-$15,000"
647,2020-05-01 00:00:00,2020-04-07 00:00:00,ADM,Kelly Loeffler,Purchase,1001.0,Senate,"$1,001 - $15,000"
648,2020-05-01 00:00:00,2020-04-07 00:00:00,ADM,Kelly Loeffler,Purchase,15001.0,Senate,"$15,001 - $50,000"
649,2020-05-01 00:00:00,2020-04-07 00:00:00,ADM,Kelly Loeffler,Sale,100001.0,Senate,"$100,001 - $250,000"
650,2020-05-01 00:00:00,2020-03-20 00:00:00,ADM,Kelly Loeffler,Purchase,100001.0,Senate,"$100,001 - $250,000"
651,2020-05-01 00:00:00,2020-03-18 00:00:00,ADM,Kelly Loeffler,Sale,15001.0,Senate,"$15,001 - $50,000"
652,2020-04-05 00:00:00,2020-02-20 00:00:00,ADP, Mikie Sherrill,Sale,1001.0,Representatives,"$1,001-$15,000"
653,2020-08-13 00:00:00,2019-06-06 00:00:00,ADP, Daniel Meuser,Sale,1001.0,Representatives,"$1,001-$15,000"
654,2019-05-06 00:00:00,2019-04-18 00:00:00,ADP, K. Michael Conaway,Sale,1001.0,Representatives,"$1,001-$15,000"
