,ReportDate,TransactionDate,Ticker,Representative,Transaction,Amount,House,Range
47,2020-12-15 00:00:00,2020-11-30 00:00:00,AAL, K. Michael Conaway,Purchase,15001.0,Representatives,"$15,001-$50,000"
48,2020-11-23 00:00:00,2020-11-09 00:00:00,AAL, Michael Garcia,Sale,15001.0,Representatives,"$15,001-$50,000"
49,2020-11-23 00:00:00,2020-10-26 00:00:00,AAL, Michael Garcia,Purchase,15001.0,Representatives,"$15,001-$50,000"
50,2020-07-16 00:00:00,2020-07-14 00:00:00,AAL, Kathy Castor,Sale,1001.0,Representatives,"$1,001-$15,000"
51,2020-11-23 00:00:00,2020-07-09 00:00:00,AAL, Michael Garcia,Purchase,15001.0,Representatives,"$15,001-$50,000"
52,2020-07-21 00:00:00,2020-06-25 00:00:00,AAL, Adam Kinzinger,Purchase,1001.0,Representatives,"$1,001-$15,000"
53,2020-07-21 00:00:00,2020-06-11 00:00:00,AAL, Adam Kinzinger,Purchase,1001.0,Representatives,"$1,001-$15,000"
54,2020-07-21 00:00:00,2020-06-09 00:00:00,AAL, Adam Kinzinger,Purchase,1001.0,Representatives,"$1,001-$15,000"
55,2020-06-10 00:00:00,2020-06-01 00:00:00,AAL, Adam Kinzinger,Sale,1001.0,Representatives,"$1,001-$15,000"
56,2020-06-10 00:00:00,2020-05-26 00:00:00,AAL, Adam Kinzinger,Purchase,1001.0,Representatives,"$1,001-$15,000"
57,2020-05-20 00:00:00,2020-05-19 00:00:00,AAL, Kathy Castor,Purchase,1001.0,Representatives,"$1,001-$15,000"
58,2020-06-15 00:00:00,2020-05-13 00:00:00,AAL, Dean Phillips,Purchase,1001.0,Representatives,"$1,001-$15,000"
59,2020-05-07 00:00:00,2020-04-23 00:00:00,AAL, Adam Kinzinger,Purchase,1001.0,Representatives,"$1,001-$15,000"
60,2020-05-07 00:00:00,2020-04-23 00:00:00,AAL, Adam Kinzinger,Sale,1001.0,Representatives,"$1,001-$15,000"
61,2020-08-18 00:00:00,2020-03-25 00:00:00,AAL, James R. Langevin,Purchase,1001.0,Representatives,"$1,001-$15,000"
62,2020-05-05 00:00:00,2020-03-25 00:00:00,AAL, James R. Langevin,Purchase,1001.0,Representatives,"$1,001-$15,000"
63,2019-09-16 00:00:00,2019-08-13 00:00:00,AAL, Dean Phillips,Sale,1001.0,Representatives,"$1,001-$15,000"
64,2019-07-03 00:00:00,2019-06-24 00:00:00,AAL, Steve Cohen,Sale,1001.0,Representatives,"$1,001-$15,000"
65,2019-02-18 00:00:00,2019-01-04 00:00:00,AAL, Dean Phillips,Purchase,1001.0,Representatives,"$1,001-$15,000"
66,2018-10-18 00:00:00,2018-10-10 00:00:00,AAL, Judy Chu,Sale,1001.0,Representatives,"$1,001-$15,000"
67,2020-07-06 00:00:00,2020-06-30 00:00:00,AAL,Pat Roberts,Purchase,1001.0,Senate,"$1,001 - $15,000"
68,2020-07-06 00:00:00,2020-06-04 00:00:00,AAL,Pat Roberts,Purchase,1001.0,Senate,"$1,001 - $15,000"
69,2020-07-06 00:00:00,2020-06-04 00:00:00,AAL,Pat Roberts,Purchase,1001.0,Senate,"$1,001 - $15,000"
70,2020-04-15 00:00:00,2020-03-23 00:00:00,AAN, David B. Mckinley,Sale,1001.0,Representatives,"$1,001-$15,000"
71,2020-04-15 00:00:00,2020-03-09 00:00:00,AAN, David B. Mckinley,Sale,1001.0,Representatives,"$1,001-$15,000"
72,2019-08-12 00:00:00,2019-07-18 00:00:00,AAN, David B. Mckinley,Purchase,1001.0,Representatives,"$1,001-$15,000"
73,2019-08-12 00:00:00,2019-07-17 00:00:00,AAN, David B. Mckinley,Purchase,15001.0,Representatives,"$15,001-$50,000"
74,2016-04-29 00:00:00,2016-04-04 00:00:00,AAN,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
75,2019-04-15 00:00:00,2019-03-25 00:00:00,AAP, Nicholas Van Taylor,Sale,1001.0,Representatives,"$1,001-$15,000"
76,2019-04-15 00:00:00,2019-03-18 00:00:00,AAP, Nicholas Van Taylor,Purchase,1001.0,Representatives,"$1,001-$15,000"
77,2018-09-25 00:00:00,2018-08-28 00:00:00,AAP, Carlos Curbelo,Purchase,1001.0,Representatives,"$1,001-$15,000"
78,2022-02-13 00:00:00,2022-01-28 00:00:00,AAPL, Robert J. Wittman,Purchase,1001.0,Representatives,"$1,001-$15,000"
79,2022-02-03 00:00:00,2022-01-21 00:00:00,AAPL, Blake Moore,Purchase,1001.0,Representatives,"$1,001-$15,000"
80,2022-02-08 00:00:00,2021-12-31 00:00:00,AAPL, Marie Newman,Sale,15001.0,Representatives,"$15,001-$50,000"
81,2022-01-12 00:00:00,2021-12-30 00:00:00,AAPL, Nancy Pelosi,Sale,500001.0,Representatives,"$500,001"
82,2022-01-12 00:00:00,2021-12-30 00:00:00,AAPL, Nancy Pelosi,Sale,500001.0,Representatives,"$500,001"
83,2021-12-23 00:00:00,2021-12-22 00:00:00,AAPL, Bob Gibbs,Purchase,1001.0,Representatives,"$1,001-$15,000"
84,2022-01-10 00:00:00,2021-12-14 00:00:00,AAPL, Josh Gottheimer,Purchase,1001.0,Representatives,"$1,001-$15,000"
85,2021-12-10 00:00:00,2021-12-01 00:00:00,AAPL, Debbie Dingell,Sale,15001.0,Representatives,"$15,001-$50,000"
86,2021-12-08 00:00:00,2021-11-26 00:00:00,AAPL, Marie Newman,Sale,15001.0,Representatives,"$15,001-$50,000"
87,2021-12-01 00:00:00,2021-11-18 00:00:00,AAPL, Thomas Suozzi,Sale,50001.0,Representatives,"$50,001-$100,000"
88,2021-12-07 00:00:00,2021-11-15 00:00:00,AAPL, Kim Dr Schrier,Sale,250001.0,Representatives,"$250,001-$1,000,000"
89,2021-12-08 00:00:00,2021-10-29 00:00:00,AAPL, Marie Newman,Purchase,15001.0,Representatives,"$15,001-$50,000"
90,2021-11-15 00:00:00,2021-10-29 00:00:00,AAPL, Josh Gottheimer,Purchase,1001.0,Representatives,"$1,001-$15,000"
91,2021-11-18 00:00:00,2021-10-28 00:00:00,AAPL, Kim Dr Schrier,Purchase,250001.0,Representatives,"$250,001-$1,000,000"
92,2021-11-05 00:00:00,2021-10-19 00:00:00,AAPL, Thomas Suozzi,Purchase,50001.0,Representatives,"$50,001-$100,000"
93,2021-10-17 00:00:00,2021-09-10 00:00:00,AAPL, Pete Sessions,Sale,100001.0,Representatives,"$100,001-250,000"
94,2021-09-13 00:00:00,2021-08-19 00:00:00,AAPL, David B. Mckinley,Sale,1001.0,Representatives,"$1,001-$15,000"
95,2021-09-08 00:00:00,2021-08-13 00:00:00,AAPL, Marie Newman,Purchase,15001.0,Representatives,"$15,001-$50,000"
96,2021-08-09 00:00:00,2021-07-28 00:00:00,AAPL, Josh Gottheimer,Sale,1001.0,Representatives,"$1,001-$15,000"
97,2021-09-23 00:00:00,2021-07-28 00:00:00,AAPL, Thomas Suozzi,Sale,1001.0,Representatives,"$1,001-$15,000"
98,2021-11-12 00:00:00,2021-07-27 00:00:00,AAPL, Kim Dr Schrier,Purchase,500001.0,Representatives,"$500,001"
99,2021-08-06 00:00:00,2021-07-19 00:00:00,AAPL, John Curtis,Sale,1001.0,Representatives,"$1,001-$15,000"
100,2021-08-18 00:00:00,2021-07-19 00:00:00,AAPL, Patrick Fallon,Sale,250001.0,Representatives,"$250,001-$1,000,000"
101,2021-08-05 00:00:00,2021-07-09 00:00:00,AAPL, Marie Newman,Sale,15001.0,Representatives,"$15,001-$50,000"
102,2021-08-17 00:00:00,2021-07-06 00:00:00,AAPL, Sara Jacobs,Sale,100001.0,Representatives,"$100,001-250,000"
103,2021-08-14 00:00:00,2021-07-02 00:00:00,AAPL, James R. Langevin,Sale,100001.0,Representatives,"$100,001-250,000"
104,2021-07-02 00:00:00,2021-06-24 00:00:00,AAPL, Patrick Fallon,Sale,1001.0,Representatives,"$1,001-$15,000"
105,2021-07-06 00:00:00,2021-06-22 00:00:00,AAPL, John Curtis,Sale,1001.0,Representatives,"$1,001-$15,000"
106,2021-07-04 00:00:00,2021-06-18 00:00:00,AAPL, Donald Sternoff  Beyer Jr,Sale,1001.0,Representatives,"$1,001-$15,000"
107,2021-09-23 00:00:00,2021-06-04 00:00:00,AAPL, Thomas Suozzi,Sale,15001.0,Representatives,"$15,001-$50,000"
108,2021-09-23 00:00:00,2021-06-03 00:00:00,AAPL, Thomas Suozzi,Purchase,50001.0,Representatives,"$50,001-$100,000"
109,2021-06-11 00:00:00,2021-05-12 00:00:00,AAPL, Marjorie Taylor Greene,Purchase,15001.0,Representatives,"$15,001-$50,000"
110,2021-07-17 00:00:00,2021-05-11 00:00:00,AAPL, Blake Moore,Purchase,1001.0,Representatives,"$1,001-$15,000"
111,2021-09-23 00:00:00,2021-05-05 00:00:00,AAPL, Thomas Suozzi,Sale,1001.0,Representatives,"$1,001-$15,000"
112,2021-07-17 00:00:00,2021-04-30 00:00:00,AAPL, Blake Moore,Purchase,1001.0,Representatives,"$1,001-$15,000"
113,2021-06-17 00:00:00,2021-04-20 00:00:00,AAPL, Patrick Fallon,Sale,1001.0,Representatives,"$1,001-$15,000"
114,2021-06-17 00:00:00,2021-04-20 00:00:00,AAPL, Patrick Fallon,Purchase,250001.0,Representatives,"$250,001-$1,000,000"
115,2021-06-17 00:00:00,2021-04-19 00:00:00,AAPL, Patrick Fallon,Sale,250001.0,Representatives,"$250,001-$1,000,000"
116,2021-06-17 00:00:00,2021-04-19 00:00:00,AAPL, Patrick Fallon,Sale,500001.0,Representatives,"$500,001"
117,2021-04-05 00:00:00,2021-03-31 00:00:00,AAPL,Ashley Hinson Arenholz,Sale,1001.0,Representatives,"$1,001-$15,000"
118,2021-07-17 00:00:00,2021-03-26 00:00:00,AAPL, Blake Moore,Purchase,1001.0,Representatives,"$1,001-$15,000"
119,2021-06-17 00:00:00,2021-03-23 00:00:00,AAPL, Patrick Fallon,Sale,1001.0,Representatives,"$1,001-$15,000"
120,2021-06-17 00:00:00,2021-03-23 00:00:00,AAPL, Patrick Fallon,Sale,1001.0,Representatives,"$1,001-$15,000"
121,2021-04-21 00:00:00,2021-03-22 00:00:00,AAPL, Josh Gottheimer,Sale,1001.0,Representatives,"$1,001-$15,000"
122,2021-04-21 00:00:00,2021-03-15 00:00:00,AAPL, Josh Gottheimer,Sale,1001.0,Representatives,"$1,001-$15,000"
123,2021-04-09 00:00:00,2021-03-08 00:00:00,AAPL, James R. Langevin,Purchase,1001.0,Representatives,"$1,001-$15,000"
124,2021-07-17 00:00:00,2021-03-04 00:00:00,AAPL, Blake Moore,Purchase,1001.0,Representatives,"$1,001-$15,000"
125,2021-04-09 00:00:00,2021-03-04 00:00:00,AAPL, James R. Langevin,Purchase,1001.0,Representatives,"$1,001-$15,000"
126,2021-07-17 00:00:00,2021-03-04 00:00:00,AAPL, Blake Moore,Purchase,1001.0,Representatives,"$1,001-$15,000"
127,2021-07-17 00:00:00,2021-02-25 00:00:00,AAPL, Blake Moore,Purchase,1001.0,Representatives,"$1,001-$15,000"
128,2021-07-17 00:00:00,2021-02-24 00:00:00,AAPL, Blake Moore,Purchase,1001.0,Representatives,"$1,001-$15,000"
129,2021-06-17 00:00:00,2021-02-23 00:00:00,AAPL, Patrick Fallon,Purchase,100001.0,Representatives,"$100,001-250,000"
130,2021-06-17 00:00:00,2021-02-23 00:00:00,AAPL, Patrick Fallon,Sale,1001.0,Representatives,"$1,001-$15,000"
131,2021-06-17 00:00:00,2021-02-22 00:00:00,AAPL, Patrick Fallon,Sale,1001.0,Representatives,"$1,001-$15,000"
132,2021-06-17 00:00:00,2021-02-22 00:00:00,AAPL, Patrick Fallon,Purchase,100001.0,Representatives,"$100,001-250,000"
133,2021-03-16 00:00:00,2021-02-16 00:00:00,AAPL,Mr. Peter Meijer,Sale,100001.0,Representatives,"$100,001-250,000"
134,2021-04-15 00:00:00,2021-02-08 00:00:00,AAPL, Marie Newman,Purchase,1001.0,Representatives,"$1,001-$15,000"
135,2021-04-15 00:00:00,2021-02-05 00:00:00,AAPL, Marie Newman,Purchase,1001.0,Representatives,"$1,001-$15,000"
136,2021-04-15 00:00:00,2021-02-04 00:00:00,AAPL, Marie Newman,Sale,15001.0,Representatives,"$15,001-$50,000"
137,2021-04-21 00:00:00,2021-01-29 00:00:00,AAPL, Marie Newman,Purchase,15001.0,Representatives,"$15,001-$50,000"
138,2021-04-15 00:00:00,2021-01-29 00:00:00,AAPL, Marie Newman,Purchase,15001.0,Representatives,"$15,001-$50,000"
139,2021-02-13 00:00:00,2021-01-22 00:00:00,AAPL,Marie Newman,Sale,1001.0,Representatives,"$1,001-$15,000"
140,2021-02-19 00:00:00,2021-01-20 00:00:00,AAPL,Mrs. Marjorie Taylor Greene,Sale,15001.0,Representatives,"$15,001-$50,000"
141,2021-02-19 00:00:00,2021-01-20 00:00:00,AAPL,Mrs. Marjorie Taylor Greene,Sale,1001.0,Representatives,"$1,001-$15,000"
142,2021-06-17 00:00:00,2021-01-19 00:00:00,AAPL, Patrick Fallon,Sale,15001.0,Representatives,"$15,001-$50,000"
143,2021-06-17 00:00:00,2021-01-19 00:00:00,AAPL, Patrick Fallon,Purchase,500001.0,Representatives,"$500,001"
144,2021-02-04 00:00:00,2021-01-15 00:00:00,AAPL,Kathy Manning,Sale,1001.0,Representatives,"$1,001-$15,000"
145,2021-02-17 00:00:00,2021-01-15 00:00:00,AAPL, James R. Langevin,Purchase,100001.0,Representatives,"$100,001-250,000"
146,2021-02-04 00:00:00,2021-01-15 00:00:00,AAPL,Kathy Manning,Sale,1001.0,Representatives,"$1,001-$15,000"
147,2021-02-13 00:00:00,2021-01-11 00:00:00,AAPL,Marie Newman,Purchase,1001.0,Representatives,"$1,001-$15,000"
148,2021-02-17 00:00:00,2021-01-04 00:00:00,AAPL, Christopher L. Jacobs,Sale,1001.0,Representatives,"$1,001-$15,000"
149,2021-01-01 00:00:00,2020-12-16 00:00:00,AAPL, Donald Sternoff  Beyer Jr,Sale,1001.0,Representatives,"$1,001-$15,000"
150,2020-12-21 00:00:00,2020-12-10 00:00:00,AAPL, Michael Garcia,Sale,15001.0,Representatives,"$15,001-$50,000"
151,2020-12-02 00:00:00,2020-11-24 00:00:00,AAPL, Michael Garcia,Purchase,15001.0,Representatives,"$15,001-$50,000"
152,2021-09-23 00:00:00,2020-11-24 00:00:00,AAPL, Thomas Suozzi,Sale,50001.0,Representatives,"$50,001-$100,000"
153,2020-12-09 00:00:00,2020-11-20 00:00:00,AAPL, Joseph D. Morelle,Sale,1001.0,Representatives,"$1,001-$15,000"
154,2020-12-15 00:00:00,2020-11-19 00:00:00,AAPL, Gilbert Cisneros,Purchase,15001.0,Representatives,"$15,001-$50,000"
155,2020-12-01 00:00:00,2020-11-17 00:00:00,AAPL, Donald Sternoff Beyer Jr,Purchase,1001.0,Representatives,"$1,001-$15,000"
156,2020-12-28 00:00:00,2020-11-10 00:00:00,AAPL, Katherine M. Clark,Sale,1001.0,Representatives,"$1,001-$15,000"
157,2020-12-10 00:00:00,2020-11-06 00:00:00,AAPL, Nancy Pelosi,Sale,500001.0,Representatives,"$500,001"
158,2020-12-28 00:00:00,2020-11-05 00:00:00,AAPL, Katherine M. Clark,Sale,1001.0,Representatives,"$1,001-$15,000"
159,2020-12-01 00:00:00,2020-11-04 00:00:00,AAPL, Donald Sternoff Beyer Jr,Purchase,1001.0,Representatives,"$1,001-$15,000"
160,2020-11-17 00:00:00,2020-10-30 00:00:00,AAPL, James R. Langevin,Purchase,1001.0,Representatives,"$1,001-$15,000"
161,2020-11-05 00:00:00,2020-10-29 00:00:00,AAPL, Gilbert Cisneros,Purchase,15001.0,Representatives,"$15,001-$50,000"
162,2020-12-03 00:00:00,2020-10-22 00:00:00,AAPL, Katherine M. Clark,Sale,1001.0,Representatives,"$1,001-$15,000"
163,2020-12-03 00:00:00,2020-10-22 00:00:00,AAPL, Katherine M. Clark,Sale,1001.0,Representatives,"$1,001-$15,000"
164,2020-11-16 00:00:00,2020-10-16 00:00:00,AAPL, Joe Courtney,Sale,1001.0,Representatives,"$1,001-$15,000"
165,2020-12-04 00:00:00,2020-10-16 00:00:00,AAPL, K. Michael Conaway,Purchase,15001.0,Representatives,"$15,001-$50,000"
166,2020-12-04 00:00:00,2020-10-16 00:00:00,AAPL, K. Michael Conaway,Purchase,15001.0,Representatives,"$15,001-$50,000"
167,2020-11-09 00:00:00,2020-10-09 00:00:00,AAPL, Lloyd K. Smucker,Sale,15001.0,Representatives,"$15,001-$50,000"
168,2020-10-09 00:00:00,2020-09-23 00:00:00,AAPL, Dean Phillips,Purchase,1001.0,Representatives,"$1,001-$15,000"
169,2020-10-13 00:00:00,2020-09-15 00:00:00,AAPL, Josh Gottheimer,Purchase,1001.0,Representatives,"$1,001-$15,000"
170,2020-10-05 00:00:00,2020-09-08 00:00:00,AAPL, K. Michael Conaway,Sale,15001.0,Representatives,"$15,001-$50,000"
171,2020-11-06 00:00:00,2020-09-08 00:00:00,AAPL, Christopher L. Jacobs,Sale,15001.0,Representatives,"$15,001-$50,000"
172,2020-10-05 00:00:00,2020-09-08 00:00:00,AAPL, K. Michael Conaway,Sale,15001.0,Representatives,"$15,001-$50,000"
173,2020-11-15 00:00:00,2020-09-04 00:00:00,AAPL, John A. Yarmuth,Sale,1001.0,Representatives,"$1,001-$15,000"
174,2020-09-15 00:00:00,2020-09-03 00:00:00,AAPL, Alan S. Lowenthal,Sale,1001.0,Representatives,"$1,001-$15,000"
175,2020-09-15 00:00:00,2020-09-03 00:00:00,AAPL, Alan S. Lowenthal,Sale,616.59,Representatives,$616.59
176,2020-09-09 00:00:00,2020-09-02 00:00:00,AAPL, Bob Gibbs,Purchase,1001.0,Representatives,"$1,001-$15,000"
177,2020-10-13 00:00:00,2020-09-01 00:00:00,AAPL, Josh Gottheimer,Sale,1001.0,Representatives,"$1,001-$15,000"
178,2020-09-03 00:00:00,2020-08-28 00:00:00,AAPL, David B. Mckinley,Sale,15001.0,Representatives,"$15,001-$50,000"
179,2020-09-02 00:00:00,2020-08-20 00:00:00,AAPL, Debbie Dingell,Sale,15001.0,Representatives,"$15,001-$50,000"
180,2020-09-02 00:00:00,2020-08-20 00:00:00,AAPL, Debbie Dingell,Sale,15001.0,Representatives,"$15,001-$50,000"
181,2020-08-27 00:00:00,2020-08-07 00:00:00,AAPL, Joe Courtney,Sale,1001.0,Representatives,"$1,001-$15,000"
182,2020-09-29 00:00:00,2020-07-24 00:00:00,AAPL, Ed Perlmutter,Purchase,1001.0,Representatives,"$1,001-$15,000"
183,2020-08-10 00:00:00,2020-07-23 00:00:00,AAPL, Josh Gottheimer,Sale,1001.0,Representatives,"$1,001-$15,000"
184,2020-11-09 00:00:00,2020-07-22 00:00:00,AAPL, Lloyd K. Smucker,Sale,1001.0,Representatives,"$1,001-$15,000"
185,2020-08-09 00:00:00,2020-07-14 00:00:00,AAPL, Donald Sternoff Beyer Jr,Sale,15001.0,Representatives,"$15,001-$50,000"
186,2020-09-04 00:00:00,2020-07-01 00:00:00,AAPL, K. Michael Conaway,Purchase,15001.0,Representatives,"$15,001-$50,000"
187,2020-08-07 00:00:00,2020-06-29 00:00:00,AAPL, William R. Timmons Iv,Sale,1001.0,Representatives,"$1,001-$15,000"
188,2020-07-09 00:00:00,2020-06-26 00:00:00,AAPL, Josh Gottheimer,Purchase,1001.0,Representatives,"$1,001-$15,000"
189,2021-04-02 00:00:00,2020-06-26 00:00:00,AAPL, Sean Patrick Maloney,Sale,1001.0,Representatives,"$1,001-$15,000"
190,2020-10-12 00:00:00,2020-06-24 00:00:00,AAPL, John A. Yarmuth,Purchase,1001.0,Representatives,"$1,001-$15,000"
191,2020-10-12 00:00:00,2020-06-01 00:00:00,AAPL, John A. Yarmuth,Sale,1001.0,Representatives,"$1,001-$15,000"
192,2020-06-09 00:00:00,2020-05-19 00:00:00,AAPL, K. Michael Conaway,Purchase,15001.0,Representatives,"$15,001-$50,000"
193,2020-06-10 00:00:00,2020-05-18 00:00:00,AAPL, Josh Gottheimer,Sale,15001.0,Representatives,"$15,001-$50,000"
194,2020-06-09 00:00:00,2020-05-08 00:00:00,AAPL, Nancy Pelosi,Sale,1000001.0,Representatives,"$1,000,001-$5,000,000"
195,2020-06-09 00:00:00,2020-05-08 00:00:00,AAPL, Nancy Pelosi,Sale,500001.0,Representatives,"$500,001"
196,2020-06-09 00:00:00,2020-05-08 00:00:00,AAPL, Nancy Pelosi,Sale,500001.0,Representatives,"$500,001"
197,2020-05-31 00:00:00,2020-05-07 00:00:00,AAPL, Donald Sternoff Beyer Jr,Sale,1001.0,Representatives,"$1,001-$15,000"
198,2020-05-31 00:00:00,2020-05-01 00:00:00,AAPL, Donald Sternoff Beyer Jr,Sale,1001.0,Representatives,"$1,001-$15,000"
199,2020-05-15 00:00:00,2020-04-30 00:00:00,AAPL, David B. Mckinley,Purchase,1001.0,Representatives,"$1,001-$15,000"
200,2020-05-15 00:00:00,2020-04-30 00:00:00,AAPL, David B. Mckinley,Purchase,1001.0,Representatives,"$1,001-$15,000"
201,2020-05-09 00:00:00,2020-04-27 00:00:00,AAPL, Donald Sternoff Beyer Jr,Sale,1001.0,Representatives,"$1,001-$15,000"
202,2020-05-09 00:00:00,2020-04-27 00:00:00,AAPL, Donald Sternoff Beyer Jr,Sale,1001.0,Representatives,"$1,001-$15,000"
203,2020-06-10 00:00:00,2020-04-22 00:00:00,AAPL, Ed Perlmutter,Sale,1001.0,Representatives,"$1,001-$15,000"
